"Numero","Bloc","Sp","mod","gf","Group","Delta15N","AtomPer15N","N_amount","NperMS","Delta13C","AtomPer13C","C_amount","CperMS","Delta13C_cor","Type","APE15N","APE13C"
"15","C","T.r.","P","Legumes","epi",50.06408333,0.384570982,0.785548786,7.855487858,13.51133611,1.118206033,7.539991494,75.39991494,14.7168617,"epi",56.8155966666667,399.940966666668
"17","C","F.o.","P+L","Grass","epi",21.37108333,0.374101893,1.51688699,10.83490707,23.46109611,1.128524351,8.355369556,59.68121112,24.54654219,"epi",-47.8752933333332,503.124146666667
"17","C","F.o.","P+L","Grass","epi",21.37108333,0.374101893,1.51688699,10.83490707,23.46109611,1.128524351,8.355369556,59.68121112,24.54654219,"epi",-47.8752933333332,503.124146666667
"17","C","F.o.","P+L","Grass","epi",21.37108333,0.374101893,1.51688699,10.83490707,23.46109611,1.128524351,8.355369556,59.68121112,24.54654219,"epi",-47.8752933333332,503.124146666667
"18","C","A.o.","P+L","Grass","epi",41.31808333,0.381380101,1.095505144,15.65007349,10.91006411,1.11550805,6.299447552,89.99210789,12.69428241,"epi",24.9067866666669,372.961136666667
"18","C","A.o.","P+L","Grass","epi",41.31808333,0.381380101,1.095505144,15.65007349,10.91006411,1.11550805,6.299447552,89.99210789,12.69428241,"epi",24.9067866666669,372.961136666667
"18","C","A.o.","P+L","Grass","epi",41.31808333,0.381380101,1.095505144,15.65007349,10.91006411,1.11550805,6.299447552,89.99210789,12.69428241,"epi",24.9067866666669,372.961136666667
"19","C","D.g.","P+L","Grass","epi",147.9610833,0.420273679,0.62494879,31.24743948,-22.28461189,1.081066316,5.053483625,252.6741812,-22.01167703,"epi",413.842566666667,28.5437966666668
"19","C","D.g.","P+L","Grass","epi",147.9610833,0.420273679,0.62494879,31.24743948,-22.28461189,1.081066316,5.053483625,252.6741812,-22.01167703,"epi",413.842566666667,28.5437966666668
"19","C","D.g.","P+L","Grass","epi",147.9610833,0.420273679,0.62494879,31.24743948,-22.28461189,1.081066316,5.053483625,252.6741812,-22.01167703,"epi",413.842566666667,28.5437966666668
"19","C","D.g.","P+L","Grass","epi",72.16908333,0.392634837,0.324434279,8.110856986,-11.37571189,1.092387688,3.518807841,87.97019602,-9.285117565,"epi",137.454146666667,141.757516666667
"19","C","D.g.","P+L","Grass","epi",72.16908333,0.392634837,0.324434279,8.110856986,-11.37571189,1.092387688,3.518807841,87.97019602,-9.285117565,"epi",137.454146666667,141.757516666667
"19","C","D.g.","P+L","Grass","epi",72.16908333,0.392634837,0.324434279,8.110856986,-11.37571189,1.092387688,3.518807841,87.97019602,-9.285117565,"epi",137.454146666667,141.757516666667
"20","C","H.l.","P+L","Grass","epi",117.6340833,0.409216263,0.203167641,20.31676411,-28.83100589,1.074271154,5.000839806,500.0839806,-29.06380544,"epi",303.268406666667,-39.4078233333328
"20","C","H.l.","P+L","Grass","epi",117.6340833,0.409216263,0.203167641,20.31676411,-28.83100589,1.074271154,5.000839806,500.0839806,-29.06380544,"epi",303.268406666667,-39.4078233333328
"20","C","H.l.","P+L","Grass","epi",117.6340833,0.409216263,0.203167641,20.31676411,-28.83100589,1.074271154,5.000839806,500.0839806,-29.06380544,"epi",303.268406666667,-39.4078233333328
"21","C","G.v.","P+L","Forb","epi",101.8270833,0.403451958,0.372246227,-18.61231135,-27.56409789,1.075586278,4.380902354,-219.0451177,-27.7313302,"epi",245.625356666667,-26.2565833333328
"21","C","G.v.","P+L","Forb","epi",101.8270833,0.403451958,0.372246227,-18.61231135,-27.56409789,1.075586278,4.380902354,-219.0451177,-27.7313302,"epi",245.625356666667,-26.2565833333328
"21","C","G.v.","P+L","Forb","epi",101.8270833,0.403451958,0.372246227,-18.61231135,-27.56409789,1.075586278,4.380902354,-219.0451177,-27.7313302,"epi",245.625356666667,-26.2565833333328
"23","C","P.l.","P+L","Forb","epi",150.2290833,0.421100507,0.66609406,33.30470301,-23.50408989,1.079800567,4.526817419,226.3408709,-23.28195092,"epi",422.110846666667,15.8863066666659
"23","C","P.l.","P+L","Forb","epi",150.2290833,0.421100507,0.66609406,33.30470301,-23.50408989,1.079800567,4.526817419,226.3408709,-23.28195092,"epi",422.110846666667,15.8863066666659
"23","C","P.l.","P+L","Forb","epi",150.2290833,0.421100507,0.66609406,33.30470301,-23.50408989,1.079800567,4.526817419,226.3408709,-23.28195092,"epi",422.110846666667,15.8863066666659
"24","C","C.n.","P+L","Forb","epi",36.84008333,0.379746272,0.266234187,26.6234187,-20.61402189,1.08280024,3.152367517,315.2367517,-19.70137311,"epi",8.56849666666659,45.8830366666674
"24","C","C.n.","P+L","Forb","epi",36.84008333,0.379746272,0.266234187,26.6234187,-20.61402189,1.08280024,3.152367517,315.2367517,-19.70137311,"epi",8.56849666666659,45.8830366666674
"24","C","C.n.","P+L","Forb","epi",36.84008333,0.379746272,0.266234187,26.6234187,-20.61402189,1.08280024,3.152367517,315.2367517,-19.70137311,"epi",8.56849666666659,45.8830366666674
"25","C","R.a.","P+L","Forb","epi",63.40108333,0.389436446,0.34911262,34.91126204,-26.70930389,1.076473585,3.716164246,371.6164246,-26.81475889,"epi",105.470236666667,-17.3835133333333
"25","C","R.a.","P+L","Forb","epi",63.40108333,0.389436446,0.34911262,34.91126204,-26.70930389,1.076473585,3.716164246,371.6164246,-26.81475889,"epi",105.470236666667,-17.3835133333333
"25","C","R.a.","P+L","Forb","epi",63.40108333,0.389436446,0.34911262,34.91126204,-26.70930389,1.076473585,3.716164246,371.6164246,-26.81475889,"epi",105.470236666667,-17.3835133333333
"26","C","M.a.","P+L","Legumes","epi",NA,NA,NA,NA,-27.56515189,1.075585184,1.620853953,-27.01423255,-28.37401039,"epi",NA,-26.2675233333343
"26","C","M.a.","P+L","Legumes","epi",NA,NA,NA,NA,-27.56515189,1.075585184,1.620853953,-27.01423255,-28.37401039,"epi",NA,-26.2675233333343
"26","C","M.a.","P+L","Legumes","epi",NA,NA,NA,NA,-27.56515189,1.075585184,1.620853953,-27.01423255,-28.37401039,"epi",NA,-26.2675233333343
"27","C","T.p.","P+L","Legumes","epi",24.76308333,0.375339632,0.501326257,NA,-6.545229895,1.097399985,3.858891252,NA,-4.155756693,"epi",-35.4979033333336,191.880486666667
"27","C","T.p.","P+L","Legumes","epi",24.76308333,0.375339632,0.501326257,NA,-6.545229895,1.097399985,3.858891252,NA,-4.155756693,"epi",-35.4979033333336,191.880486666667
"27","C","T.p.","P+L","Legumes","epi",24.76308333,0.375339632,0.501326257,NA,-6.545229895,1.097399985,3.858891252,NA,-4.155756693,"epi",-35.4979033333336,191.880486666667
"28","C","L.c.","P+L","Legumes","epi",36.58208333,0.379652138,0.060621686,-6.062168577,-29.19568989,1.073892584,4.347312904,-434.7312904,-29.52931325,"epi",7.62715666666636,-43.1935233333336
"28","C","L.c.","P+L","Legumes","epi",36.58208333,0.379652138,0.060621686,-6.062168577,-29.19568989,1.073892584,4.347312904,-434.7312904,-29.52931325,"epi",7.62715666666636,-43.1935233333336
"28","C","L.c.","P+L","Legumes","epi",36.58208333,0.379652138,0.060621686,-6.062168577,-29.19568989,1.073892584,4.347312904,-434.7312904,-29.52931325,"epi",7.62715666666636,-43.1935233333336
"30","C","T.r.","P+L","Legumes","epi",20.71808333,0.37386361,0.128144363,-12.81443629,-27.45553589,1.07569897,2.995351667,-299.5351667,-27.73968809,"epi",-50.2581233333332,-25.1296633333342
"30","C","T.r.","P+L","Legumes","epi",20.71808333,0.37386361,0.128144363,-12.81443629,-27.45553589,1.07569897,2.995351667,-299.5351667,-27.73968809,"epi",-50.2581233333332,-25.1296633333342
"30","C","T.r.","P+L","Legumes","epi",20.71808333,0.37386361,0.128144363,-12.81443629,-27.45553589,1.07569897,2.995351667,-299.5351667,-27.73968809,"epi",-50.2581233333332,-25.1296633333342
"33","C","A.o.","L","Grass","epi",155.9270833,0.423177725,1.438467059,11.98722549,-25.96412589,1.077247092,8.298883328,69.15736106,-25.97435653,"epi",442.883026666667,-9.64844333333437
"33","C","A.o.","L","Grass","epi",155.9270833,0.423177725,1.438467059,11.98722549,-25.96412589,1.077247092,8.298883328,69.15736106,-25.97435653,"epi",442.883026666667,-9.64844333333437
"33","C","A.o.","L","Grass","epi",155.9270833,0.423177725,1.438467059,11.98722549,-25.96412589,1.077247092,8.298883328,69.15736106,-25.97435653,"epi",442.883026666667,-9.64844333333437
"35","C","H.l.","L","Grass","epi",286.0030833,0.470573654,0.38676552,-38.67655205,-26.22867989,1.076972482,4.018727461,-401.8727461,-26.26708686,"epi",916.842316666667,-12.3945433333339
"35","C","H.l.","L","Grass","epi",286.0030833,0.470573654,0.38676552,-38.67655205,-26.22867989,1.076972482,4.018727461,-401.8727461,-26.26708686,"epi",916.842316666667,-12.3945433333339
"35","C","H.l.","L","Grass","epi",286.0030833,0.470573654,0.38676552,-38.67655205,-26.22867989,1.076972482,4.018727461,-401.8727461,-26.26708686,"epi",916.842316666667,-12.3945433333339
"36","C","G.v.","L","Forb","epi",205.7170833,0.441325091,0.253233571,NA,-19.61904589,1.083832908,3.929368631,NA,-18.86703294,"epi",624.356686666667,56.2097166666664
"36","C","G.v.","L","Forb","epi",205.7170833,0.441325091,0.253233571,NA,-19.61904589,1.083832908,3.929368631,NA,-18.86703294,"epi",624.356686666667,56.2097166666664
"36","C","G.v.","L","Forb","epi",205.7170833,0.441325091,0.253233571,NA,-19.61904589,1.083832908,3.929368631,NA,-18.86703294,"epi",624.356686666667,56.2097166666664
"42","C","T.p.","L","Legumes","epi",312.8650833,0.480355769,0.395757766,13.19192554,-24.93331389,1.078317074,3.596701718,119.8900573,-24.79763211,"epi",1014.66346666667,1.05137666666755
"42","C","T.p.","L","Legumes","epi",312.8650833,0.480355769,0.395757766,13.19192554,-24.93331389,1.078317074,3.596701718,119.8900573,-24.79763211,"epi",1014.66346666667,1.05137666666755
"42","C","T.p.","L","Legumes","epi",312.8650833,0.480355769,0.395757766,13.19192554,-24.93331389,1.078317074,3.596701718,119.8900573,-24.79763211,"epi",1014.66346666667,1.05137666666755
"43","C","L.c.","L","Legumes","epi",179.1620833,0.431647198,0.682278328,-68.22783281,-14.96563589,1.088662313,6.062357243,-606.2357243,-14.39238898,"epi",527.577756666667,104.503766666666
"43","C","L.c.","L","Legumes","epi",179.1620833,0.431647198,0.682278328,-68.22783281,-14.96563589,1.088662313,6.062357243,-606.2357243,-14.39238898,"epi",527.577756666667,104.503766666666
"43","C","L.c.","L","Legumes","epi",179.1620833,0.431647198,0.682278328,-68.22783281,-14.96563589,1.088662313,6.062357243,-606.2357243,-14.39238898,"epi",527.577756666667,104.503766666666
"44","C","M.s.","L","Legumes","epi",79.98508333,0.395485784,2.374429398,16.96020999,68.66715611,1.175377825,11.39131177,81.36651264,68.80007248,"epi",165.963616666667,971.658886666666
"44","C","M.s.","L","Legumes","epi",79.98508333,0.395485784,2.374429398,16.96020999,68.66715611,1.175377825,11.39131177,81.36651264,68.80007248,"epi",165.963616666667,971.658886666666
"44","C","M.s.","L","Legumes","epi",79.98508333,0.395485784,2.374429398,16.96020999,68.66715611,1.175377825,11.39131177,81.36651264,68.80007248,"epi",165.963616666667,971.658886666666
"1","A","N.s.","P","Grass","gam",27.968,0.376509076,0.618699702,-61.86997023,-16.14952617,1.087079957,7.841113682,-784.1113682,-15.03033119,"gam",-252.373256,91.5085640000002
"1","A","N.s.","P","Grass","gam",27.968,0.376509076,0.618699702,-61.86997023,-16.14952617,1.087079957,7.841113682,-784.1113682,-15.03033119,"gam",-252.373256,91.5085640000002
"1","A","N.s.","P","Grass","gam",27.968,0.376509076,0.618699702,-61.86997023,-16.14952617,1.087079957,7.841113682,-784.1113682,-15.03033119,"gam",-252.373256,91.5085640000002
"2","A","F.o.","P","Grass","gam",106.246,0.405063462,0.809608369,13.49347282,-19.39743317,1.083823475,7.526746815,125.4457802,-18.61220167,"gam",33.1706039999996,58.9437439999996
"2","A","F.o.","P","Grass","gam",106.246,0.405063462,0.809608369,13.49347282,-19.39743317,1.083823475,7.526746815,125.4457802,-18.61220167,"gam",33.1706039999996,58.9437439999996
"2","A","F.o.","P","Grass","gam",106.246,0.405063462,0.809608369,13.49347282,-19.39743317,1.083823475,7.526746815,125.4457802,-18.61220167,"gam",33.1706039999996,58.9437439999996
"3","A","A.o.","P","Grass","gam",114.923,0.408227666,0.985286918,98.52869182,-26.50093417,1.076700471,12.45941978,1245.941978,-26.53530529,"gam",64.8126439999996,-12.2862959999992
"3","A","A.o.","P","Grass","gam",114.923,0.408227666,0.985286918,98.52869182,-26.50093417,1.076700471,12.45941978,1245.941978,-26.53530529,"gam",64.8126439999996,-12.2862959999992
"3","A","A.o.","P","Grass","gam",114.923,0.408227666,0.985286918,98.52869182,-26.50093417,1.076700471,12.45941978,1245.941978,-26.53530529,"gam",64.8126439999996,-12.2862959999992
"4","A","D.g.","P","Grass","gam",150.7321,0.421283887,0.494503582,8.24172636,-7.845652417,1.095404781,4.227196267,70.45327112,-3.607938281,"gam",195.374854,174.756804
"4","A","D.g.","P","Grass","gam",150.7321,0.421283887,0.494503582,8.24172636,-7.845652417,1.095404781,4.227196267,70.45327112,-3.607938281,"gam",195.374854,174.756804
"4","A","D.g.","P","Grass","gam",150.7321,0.421283887,0.494503582,8.24172636,-7.845652417,1.095404781,4.227196267,70.45327112,-3.607938281,"gam",195.374854,174.756804
"4","A","D.g.","P","Grass","gam",39.7971,0.380825166,0.780137911,11.1448273,-26.35337642,1.076848444,10.34826425,147.8323464,-26.38298401,"gam",-209.212356,-10.8065660000012
"4","A","D.g.","P","Grass","gam",39.7971,0.380825166,0.780137911,11.1448273,-26.35337642,1.076848444,10.34826425,147.8323464,-26.38298401,"gam",-209.212356,-10.8065660000012
"4","A","D.g.","P","Grass","gam",39.7971,0.380825166,0.780137911,11.1448273,-26.35337642,1.076848444,10.34826425,147.8323464,-26.38298401,"gam",-209.212356,-10.8065660000012
"6","A","G.v.","P","Forb","gam",72.6591,0.392813579,0.281543362,7.038584049,-25.04963142,1.078155842,5.015275476,125.3818869,-24.86926483,"gam",-89.328226,2.26741399999897
"6","A","G.v.","P","Forb","gam",72.6591,0.392813579,0.281543362,7.038584049,-25.04963142,1.078155842,5.015275476,125.3818869,-24.86926483,"gam",-89.328226,2.26741399999897
"6","A","G.v.","P","Forb","gam",72.6591,0.392813579,0.281543362,7.038584049,-25.04963142,1.078155842,5.015275476,125.3818869,-24.86926483,"gam",-89.328226,2.26741399999897
"7","A","C.r.","P","Forb","gam",83.7041,0.396842267,0.282174193,14.10870967,-15.42373842,1.087807632,2.729205821,136.4602911,-11.03799109,"gam",-49.041346,98.7853140000006
"7","A","C.r.","P","Forb","gam",83.7041,0.396842267,0.282174193,14.10870967,-15.42373842,1.087807632,2.729205821,136.4602911,-11.03799109,"gam",-49.041346,98.7853140000006
"7","A","C.r.","P","Forb","gam",83.7041,0.396842267,0.282174193,14.10870967,-15.42373842,1.087807632,2.729205821,136.4602911,-11.03799109,"gam",-49.041346,98.7853140000006
"8","A","P.l.","P","Forb","gam",71.257,0.392302137,0.84812988,42.40649398,-23.76579717,1.079443239,11.72440727,586.2203634,-23.60218534,"gam",-94.4426460000003,15.1413839999992
"8","A","P.l.","P","Forb","gam",71.257,0.392302137,0.84812988,42.40649398,-23.76579717,1.079443239,11.72440727,586.2203634,-23.60218534,"gam",-94.4426460000003,15.1413839999992
"8","A","P.l.","P","Forb","gam",71.257,0.392302137,0.84812988,42.40649398,-23.76579717,1.079443239,11.72440727,586.2203634,-23.60218534,"gam",-94.4426460000003,15.1413839999992
"9","A","C.n.","P","Forb","gam",5.965,0.368479834,0.577815594,5.252869035,-26.58603217,1.076615133,5.672406599,51.56733272,-26.68225274,"gam",-332.665676,-13.1396760000002
"9","A","C.n.","P","Forb","gam",5.965,0.368479834,0.577815594,5.252869035,-26.58603217,1.076615133,5.672406599,51.56733272,-26.68225274,"gam",-332.665676,-13.1396760000002
"9","A","C.n.","P","Forb","gam",5.965,0.368479834,0.577815594,5.252869035,-26.58603217,1.076615133,5.672406599,51.56733272,-26.68225274,"gam",-332.665676,-13.1396760000002
"10","A","R.a.","P","Forb","gam",114.1091,0.407930873,0.201874444,0.117368863,-27.53056542,1.075667928,4.322909202,2.513319303,-27.87813394,"gam",61.844714,-22.6117259999992
"10","A","R.a.","P","Forb","gam",114.1091,0.407930873,0.201874444,0.117368863,-27.53056542,1.075667928,4.322909202,2.513319303,-27.87813394,"gam",61.844714,-22.6117259999992
"10","A","R.a.","P","Forb","gam",114.1091,0.407930873,0.201874444,0.117368863,-27.53056542,1.075667928,4.322909202,2.513319303,-27.87813394,"gam",61.844714,-22.6117259999992
"12","A","T.p.","P","Legumes","gam",151.5231,0.421572251,0.487049442,-2.435247208,-10.12038742,1.093124447,3.758511007,-18.79255503,-5.826440212,"gam",198.258494,151.953464000001
"12","A","T.p.","P","Legumes","gam",151.5231,0.421572251,0.487049442,-2.435247208,-10.12038742,1.093124447,3.758511007,-18.79255503,-5.826440212,"gam",198.258494,151.953464000001
"12","A","T.p.","P","Legumes","gam",151.5231,0.421572251,0.487049442,-2.435247208,-10.12038742,1.093124447,3.758511007,-18.79255503,-5.826440212,"gam",198.258494,151.953464000001
"13","A","L.c.","P","Legumes","gam",10.0291,0.369962986,0.136040322,-13.60403218,-27.38873542,1.07581016,2.335679657,-233.5679657,-28.11218599,"gam",-317.834156,-21.1894059999995
"13","A","L.c.","P","Legumes","gam",10.0291,0.369962986,0.136040322,-13.60403218,-27.38873542,1.07581016,2.335679657,-233.5679657,-28.11218599,"gam",-317.834156,-21.1894059999995
"13","A","L.c.","P","Legumes","gam",10.0291,0.369962986,0.136040322,-13.60403218,-27.38873542,1.07581016,2.335679657,-233.5679657,-28.11218599,"gam",-317.834156,-21.1894059999995
"14","A","M.s.","P","Legumes","gam",76.4831,0.394208428,0.261420239,4.357003981,-21.97192042,1.081242038,3.440176447,57.33627412,-20.75137182,"gam",-75.3797360000002,33.1293740000005
"14","A","M.s.","P","Legumes","gam",76.4831,0.394208428,0.261420239,4.357003981,-21.97192042,1.081242038,3.440176447,57.33627412,-20.75137182,"gam",-75.3797360000002,33.1293740000005
"14","A","M.s.","P","Legumes","gam",76.4831,0.394208428,0.261420239,4.357003981,-21.97192042,1.081242038,3.440176447,57.33627412,-20.75137182,"gam",-75.3797360000002,33.1293740000005
"15","A","T.r.","P","Legumes","gam",19.567,0.373443571,0.943984722,31.46615739,-26.48675117,1.076714694,7.338512763,244.6170921,-26.54630614,"gam",-283.028306,-12.1440659999994
"15","A","T.r.","P","Legumes","gam",19.567,0.373443571,0.943984722,31.46615739,-26.48675117,1.076714694,7.338512763,244.6170921,-26.54630614,"gam",-283.028306,-12.1440659999994
"15","A","T.r.","P","Legumes","gam",19.567,0.373443571,0.943984722,31.46615739,-26.48675117,1.076714694,7.338512763,244.6170921,-26.54630614,"gam",-283.028306,-12.1440659999994
"17","A","F.o.","P+L","Grass","gam",414.5131,0.517354697,0.403942585,20.19712926,-13.58213042,1.08965398,3.909040186,195.4520093,-10.38683699,"gam",1156.082954,117.248794
"17","A","F.o.","P+L","Grass","gam",414.5131,0.517354697,0.403942585,20.19712926,-13.58213042,1.08965398,3.909040186,195.4520093,-10.38683699,"gam",1156.082954,117.248794
"17","A","F.o.","P+L","Grass","gam",414.5131,0.517354697,0.403942585,20.19712926,-13.58213042,1.08965398,3.909040186,195.4520093,-10.38683699,"gam",1156.082954,117.248794
"18","A","A.o.","P+L","Grass","gam",151.0921,0.421415127,0.114240282,5.712014105,-24.78124542,1.078424975,4.07109456,203.554728,-24.48317893,"gam",196.687254,4.95874399999874
"18","A","A.o.","P+L","Grass","gam",151.0921,0.421415127,0.114240282,5.712014105,-24.78124542,1.078424975,4.07109456,203.554728,-24.48317893,"gam",196.687254,4.95874399999874
"18","A","A.o.","P+L","Grass","gam",151.0921,0.421415127,0.114240282,5.712014105,-24.78124542,1.078424975,4.07109456,203.554728,-24.48317893,"gam",196.687254,4.95874399999874
"19","A","D.g.","P+L","Grass","gam",367.9201,0.500398696,0.242667965,0.051852129,-26.39374342,1.076807964,5.114115413,1.092759704,-26.46675832,"gam",986.522944,-11.2113660000013
"19","A","D.g.","P+L","Grass","gam",367.9201,0.500398696,0.242667965,0.051852129,-26.39374342,1.076807964,5.114115413,1.092759704,-26.46675832,"gam",986.522944,-11.2113660000013
"19","A","D.g.","P+L","Grass","gam",367.9201,0.500398696,0.242667965,0.051852129,-26.39374342,1.076807964,5.114115413,1.092759704,-26.46675832,"gam",986.522944,-11.2113660000013
"20","A","H.l.","P+L","Grass","gam",234.9321,0.451970247,0.420589441,14.01964803,-23.05855642,1.080152428,3.239993132,107.9997711,-22.09414597,"gam",502.238454,22.2332740000009
"20","A","H.l.","P+L","Grass","gam",234.9321,0.451970247,0.420589441,14.01964803,-23.05855642,1.080152428,3.239993132,107.9997711,-22.09414597,"gam",502.238454,22.2332740000009
"20","A","H.l.","P+L","Grass","gam",234.9321,0.451970247,0.420589441,14.01964803,-23.05855642,1.080152428,3.239993132,107.9997711,-22.09414597,"gam",502.238454,22.2332740000009
"21","A","G.v.","P+L","Forb","gam",75.7731,0.39394945,0.948614021,8.623763825,-24.86634342,1.07833964,7.268586987,66.07806352,-24.72613888,"gam",-77.9695160000005,4.10539400000021
"21","A","G.v.","P+L","Forb","gam",75.7731,0.39394945,0.948614021,8.623763825,-24.86634342,1.07833964,7.268586987,66.07806352,-24.72613888,"gam",-77.9695160000005,4.10539400000021
"21","A","G.v.","P+L","Forb","gam",75.7731,0.39394945,0.948614021,8.623763825,-24.86634342,1.07833964,7.268586987,66.07806352,-24.72613888,"gam",-77.9695160000005,4.10539400000021
"23","A","P.l.","P+L","Forb","gam",312.951,0.480387053,2.158588997,53.96472492,-22.64097617,1.080571154,14.85385995,371.3464987,-22.44976755,"gam",786.406514,26.4205340000001
"23","A","P.l.","P+L","Forb","gam",312.951,0.480387053,2.158588997,53.96472492,-22.64097617,1.080571154,14.85385995,371.3464987,-22.44976755,"gam",786.406514,26.4205340000001
"23","A","P.l.","P+L","Forb","gam",312.951,0.480387053,2.158588997,53.96472492,-22.64097617,1.080571154,14.85385995,371.3464987,-22.44976755,"gam",786.406514,26.4205340000001
"24","A","C.n.","P+L","Forb","gam",26.3871,0.375932223,0.088533881,-0.983709791,-26.70795142,1.07649287,2.109659831,-23.44066478,-27.14040045,"gam",-258.141786,-14.3623059999998
"24","A","C.n.","P+L","Forb","gam",26.3871,0.375932223,0.088533881,-0.983709791,-26.70795142,1.07649287,2.109659831,-23.44066478,-27.14040045,"gam",-258.141786,-14.3623059999998
"24","A","C.n.","P+L","Forb","gam",26.3871,0.375932223,0.088533881,-0.983709791,-26.70795142,1.07649287,2.109659831,-23.44066478,-27.14040045,"gam",-258.141786,-14.3623059999998
"25","A","R.a.","P+L","Forb","gam",218.7651,0.446079714,0.309761167,10.32537223,-28.39245542,1.074803584,4.803184532,160.1061511,-28.87056586,"gam",443.333124,-31.2551659999993
"25","A","R.a.","P+L","Forb","gam",218.7651,0.446079714,0.309761167,10.32537223,-28.39245542,1.074803584,4.803184532,160.1061511,-28.87056586,"gam",443.333124,-31.2551659999993
"25","A","R.a.","P+L","Forb","gam",218.7651,0.446079714,0.309761167,10.32537223,-28.39245542,1.074803584,4.803184532,160.1061511,-28.87056586,"gam",443.333124,-31.2551659999993
"26","A","M.a.","P+L","Legumes","gam",194.6841,0.437304381,0.293042959,-0.035306381,-19.28915142,1.083932046,3.8829835,-0.467829337,-17.54776069,"gam",355.579794,60.029453999999
"26","A","M.a.","P+L","Legumes","gam",194.6841,0.437304381,0.293042959,-0.035306381,-19.28915142,1.083932046,3.8829835,-0.467829337,-17.54776069,"gam",355.579794,60.029453999999
"26","A","M.a.","P+L","Legumes","gam",194.6841,0.437304381,0.293042959,-0.035306381,-19.28915142,1.083932046,3.8829835,-0.467829337,-17.54776069,"gam",355.579794,60.029453999999
"27","A","T.p.","P+L","Legumes","gam",192.4611,0.436494222,0.737287277,6.702611607,-16.60856442,1.08661972,6.176609834,56.15099849,-15.21118787,"gam",347.478204,86.9061940000004
"27","A","T.p.","P+L","Legumes","gam",192.4611,0.436494222,0.737287277,6.702611607,-16.60856442,1.08661972,6.176609834,56.15099849,-15.21118787,"gam",347.478204,86.9061940000004
"27","A","T.p.","P+L","Legumes","gam",192.4611,0.436494222,0.737287277,6.702611607,-16.60856442,1.08661972,6.176609834,56.15099849,-15.21118787,"gam",347.478204,86.9061940000004
"28","A","L.c.","P+L","Legumes","gam",208.9791,0.442513794,0.421236899,10.53092247,-22.46505242,1.080747559,5.460419045,136.5104761,-21.85824903,"gam",407.673924,28.1845839999995
"28","A","L.c.","P+L","Legumes","gam",208.9791,0.442513794,0.421236899,10.53092247,-22.46505242,1.080747559,5.460419045,136.5104761,-21.85824903,"gam",407.673924,28.1845839999995
"28","A","L.c.","P+L","Legumes","gam",208.9791,0.442513794,0.421236899,10.53092247,-22.46505242,1.080747559,5.460419045,136.5104761,-21.85824903,"gam",407.673924,28.1845839999995
"29","A","M.s.","P+L","Legumes","gam",512.829,0.553114603,0.80603515,7.327592269,-27.17408117,1.076025423,9.628929494,87.53572267,-27.28046608,"gam",1513.682014,-19.036776000001
"29","A","M.s.","P+L","Legumes","gam",512.829,0.553114603,0.80603515,7.327592269,-27.17408117,1.076025423,9.628929494,87.53572267,-27.28046608,"gam",1513.682014,-19.036776000001
"29","A","M.s.","P+L","Legumes","gam",512.829,0.553114603,0.80603515,7.327592269,-27.17408117,1.076025423,9.628929494,87.53572267,-27.28046608,"gam",1513.682014,-19.036776000001
"30","A","T.r.","P+L","Legumes","gam",112.315,0.407276639,0.456758698,2.686815873,-25.64122617,1.077562594,6.568724151,38.63955383,-25.59147183,"gam",55.3023739999997,-3.66506600000038
"30","A","T.r.","P+L","Legumes","gam",112.315,0.407276639,0.456758698,2.686815873,-25.64122617,1.077562594,6.568724151,38.63955383,-25.59147183,"gam",55.3023739999997,-3.66506600000038
"30","A","T.r.","P+L","Legumes","gam",112.315,0.407276639,0.456758698,2.686815873,-25.64122617,1.077562594,6.568724151,38.63955383,-25.59147183,"gam",55.3023739999997,-3.66506600000038
"32","A","F.o.","L","Grass","gam",162.1221,0.425436034,0.204331759,6.811058626,-27.81204342,1.07538565,4.087415646,136.2471882,-28.25300826,"gam",236.896324,-25.4345059999994
"32","A","F.o.","L","Grass","gam",162.1221,0.425436034,0.204331759,6.811058626,-27.81204342,1.07538565,4.087415646,136.2471882,-28.25300826,"gam",236.896324,-25.4345059999994
"32","A","F.o.","L","Grass","gam",162.1221,0.425436034,0.204331759,6.811058626,-27.81204342,1.07538565,4.087415646,136.2471882,-28.25300826,"gam",236.896324,-25.4345059999994
"33","A","A.o.","L","Grass","gam",458.2521,0.53326682,0.397557277,-0.044419807,-25.28965142,1.077915152,3.475329021,-0.388304919,-25.07723685,"gam",1315.204184,-0.139485999999245
"33","A","A.o.","L","Grass","gam",458.2521,0.53326682,0.397557277,-0.044419807,-25.28965142,1.077915152,3.475329021,-0.388304919,-25.07723685,"gam",1315.204184,-0.139485999999245
"33","A","A.o.","L","Grass","gam",458.2521,0.53326682,0.397557277,-0.044419807,-25.28965142,1.077915152,3.475329021,-0.388304919,-25.07723685,"gam",1315.204184,-0.139485999999245
"34","A","D.g.","L","Grass","gam",159.2381,0.424384724,0.370677793,7.413555864,-23.66842542,1.07954088,4.98241076,99.64821521,-23.22244826,"gam",226.383224,16.117793999999
"34","A","D.g.","L","Grass","gam",159.2381,0.424384724,0.370677793,7.413555864,-23.66842542,1.07954088,4.98241076,99.64821521,-23.22244826,"gam",226.383224,16.117793999999
