"Numero","Bloc","Sp","mod","gf","Group","Delta15N","AtomPer15N","N_amount","NperMS","Delta13C","AtomPer13C","C_amount","CperMS","Delta13C_cor","Type","APE15N","APE13C"
"27","B","T.p.","P+L","Legumes","gam",157.3424,0.423693669,0.18548101,6.18270032,-20.88382853,1.082692972,2.883359478,96.11198259,-19.68395763,"gam",219.472674,47.6387140000001
"28","B","L.c.","P+L","Legumes","gam",384.9570833,0.50659942,0.390588397,39.05883973,-23.18367389,1.080133144,4.620033344,462.0033344,-22.94093181,"gam",1048.530184,22.0404339999991
"28","B","L.c.","P+L","Legumes","gam",384.9570833,0.50659942,0.390588397,39.05883973,-23.18367389,1.080133144,4.620033344,462.0033344,-22.94093181,"gam",1048.530184,22.0404339999991
"28","B","L.c.","P+L","Legumes","gam",384.9570833,0.50659942,0.390588397,39.05883973,-23.18367389,1.080133144,4.620033344,462.0033344,-22.94093181,"gam",1048.530184,22.0404339999991
"29","B","M.s.","P+L","Legumes","gam",197.2324,0.438233077,0.345943059,NA,-18.50767853,1.085236321,4.593502475,NA,-17.57246855,"gam",364.866754,73.0722039999998
"29","B","M.s.","P+L","Legumes","gam",197.2324,0.438233077,0.345943059,NA,-18.50767853,1.085236321,4.593502475,NA,-17.57246855,"gam",364.866754,73.0722039999998
"29","B","M.s.","P+L","Legumes","gam",197.2324,0.438233077,0.345943059,NA,-18.50767853,1.085236321,4.593502475,NA,-17.57246855,"gam",364.866754,73.0722039999998
"30","B","T.r.","P+L","Legumes","gam",74.6894,0.39355416,0.119265611,-1.987760185,-26.37299053,1.076817063,2.284506097,-38.07510162,-26.50079483,"gam",-81.9224160000004,-11.120376
"30","B","T.r.","P+L","Legumes","gam",74.6894,0.39355416,0.119265611,-1.987760185,-26.37299053,1.076817063,2.284506097,-38.07510162,-26.50079483,"gam",-81.9224160000004,-11.120376
"30","B","T.r.","P+L","Legumes","gam",74.6894,0.39355416,0.119265611,-1.987760185,-26.37299053,1.076817063,2.284506097,-38.07510162,-26.50079483,"gam",-81.9224160000004,-11.120376
"33","B","A.o.","L","Grass","gam",195.1044,0.437457555,0.144779934,-2.412998904,-25.04541253,1.078238241,2.466909558,-41.11515929,-24.77146269,"gam",357.111534,3.09140399999963
"33","B","A.o.","L","Grass","gam",195.1044,0.437457555,0.144779934,-2.412998904,-25.04541253,1.078238241,2.466909558,-41.11515929,-24.77146269,"gam",357.111534,3.09140399999963
"33","B","A.o.","L","Grass","gam",195.1044,0.437457555,0.144779934,-2.412998904,-25.04541253,1.078238241,2.466909558,-41.11515929,-24.77146269,"gam",357.111534,3.09140399999963
"34","B","D.g.","L","Grass","gam",99.6244,0.402648657,0.240611706,-12.03058532,-21.61864653,1.081906422,4.273377602,-213.6688801,-21.01773608,"gam",9.02255399999996,39.7732140000007
"34","B","D.g.","L","Grass","gam",99.6244,0.402648657,0.240611706,-12.03058532,-21.61864653,1.081906422,4.273377602,-213.6688801,-21.01773608,"gam",9.02255399999996,39.7732140000007
"34","B","D.g.","L","Grass","gam",99.6244,0.402648657,0.240611706,-12.03058532,-21.61864653,1.081906422,4.273377602,-213.6688801,-21.01773608,"gam",9.02255399999996,39.7732140000007
"44","B","M.s.","L","Legumes","gam",48.8674,0.384134398,0.196777225,-2.459715312,-27.66990853,1.075428666,3.179038115,-39.73797644,-28.01940101,"gam",-176.120036,-25.0043459999993
"44","B","M.s.","L","Legumes","gam",48.8674,0.384134398,0.196777225,-2.459715312,-27.66990853,1.075428666,3.179038115,-39.73797644,-28.01940101,"gam",-176.120036,-25.0043459999993
"44","B","M.s.","L","Legumes","gam",48.8674,0.384134398,0.196777225,-2.459715312,-27.66990853,1.075428666,3.179038115,-39.73797644,-28.01940101,"gam",-176.120036,-25.0043459999993
"45","B","T.r.","L","Legumes","gam",125.1044,0.411940216,0.168107333,-2.801788889,-28.03476253,1.07503807,3.695024202,-61.5837367,-28.38206817,"gam",101.938144,-28.9103060000007
"45","B","T.r.","L","Legumes","gam",125.1044,0.411940216,0.168107333,-2.801788889,-28.03476253,1.07503807,3.695024202,-61.5837367,-28.38206817,"gam",101.938144,-28.9103060000007
"45","B","T.r.","L","Legumes","gam",125.1044,0.411940216,0.168107333,-2.801788889,-28.03476253,1.07503807,3.695024202,-61.5837367,-28.38206817,"gam",101.938144,-28.9103060000007
"46","B",NA,"T","Temoins","gam",74.1214,0.393346975,0.11452708,-1.431588498,-22.89716853,1.08053786,2.477356072,-30.9669509,-21.99932954,"gam",-83.9942660000004,26.0875939999994
"46","B",NA,"T","Temoins","gam",74.1214,0.393346975,0.11452708,-1.431588498,-22.89716853,1.08053786,2.477356072,-30.9669509,-21.99932954,"gam",-83.9942660000004,26.0875939999994
"46","B",NA,"T","Temoins","gam",74.1214,0.393346975,0.11452708,-1.431588498,-22.89716853,1.08053786,2.477356072,-30.9669509,-21.99932954,"gam",-83.9942660000004,26.0875939999994
"47","B",NA,"T","Temoins","gam",88.1194,0.398452666,0.253148446,-6.328711141,-25.45932253,1.077795153,5.756130235,-143.9032559,-25.41420537,"gam",-32.9373560000001,-1.33947599999962
"47","B",NA,"T","Temoins","gam",88.1194,0.398452666,0.253148446,-6.328711141,-25.45932253,1.077795153,5.756130235,-143.9032559,-25.41420537,"gam",-32.9373560000001,-1.33947599999962
"47","B",NA,"T","Temoins","gam",88.1194,0.398452666,0.253148446,-6.328711141,-25.45932253,1.077795153,5.756130235,-143.9032559,-25.41420537,"gam",-32.9373560000001,-1.33947599999962
"1","C","N.s.","P","Grass","gam",12.1544,0.370738575,0.240399564,-6.009989107,-10.62908053,1.093668364,3.84374427,-96.09360674,-8.183085646,"gam",-310.078266,157.392634
"1","C","N.s.","P","Grass","gam",12.1544,0.370738575,0.240399564,-6.009989107,-10.62908053,1.093668364,3.84374427,-96.09360674,-8.183085646,"gam",-310.078266,157.392634
"1","C","N.s.","P","Grass","gam",12.1544,0.370738575,0.240399564,-6.009989107,-10.62908053,1.093668364,3.84374427,-96.09360674,-8.183085646,"gam",-310.078266,157.392634
"4","C","D.g.","P","Grass","gam",18.1594,0.372929923,0.676813894,67.68138937,-19.16891253,1.084528572,4.531555268,453.1555268,-18.30086347,"gam",-288.164786,65.9947139999995
"4","C","D.g.","P","Grass","gam",18.1594,0.372929923,0.676813894,67.68138937,-19.16891253,1.084528572,4.531555268,453.1555268,-18.30086347,"gam",-288.164786,65.9947139999995
"4","C","D.g.","P","Grass","gam",18.1594,0.372929923,0.676813894,67.68138937,-19.16891253,1.084528572,4.531555268,453.1555268,-18.30086347,"gam",-288.164786,65.9947139999995
"5","C","H.l.","P","Grass","gam",15.3224,0.371894655,0.493255689,-49.32556895,-23.43167453,1.079965701,3.347763597,-334.7763597,-22.94346117,"gam",-298.517466,20.3660039999987
"5","C","H.l.","P","Grass","gam",15.3224,0.371894655,0.493255689,-49.32556895,-23.43167453,1.079965701,3.347763597,-334.7763597,-22.94346117,"gam",-298.517466,20.3660039999987
"5","C","H.l.","P","Grass","gam",15.3224,0.371894655,0.493255689,-49.32556895,-23.43167453,1.079965701,3.347763597,-334.7763597,-22.94346117,"gam",-298.517466,20.3660039999987
"9","C","C.n.","P","Forb","gam",189.2854,0.435336834,0.194704693,-3.894093862,-26.88910053,1.076264554,3.695122464,-73.90244928,-27.04374623,"gam",335.904324,-16.6454660000004
"9","C","C.n.","P","Forb","gam",189.2854,0.435336834,0.194704693,-3.894093862,-26.88910053,1.076264554,3.695122464,-73.90244928,-27.04374623,"gam",335.904324,-16.6454660000004
"9","C","C.n.","P","Forb","gam",189.2854,0.435336834,0.194704693,-3.894093862,-26.88910053,1.076264554,3.695122464,-73.90244928,-27.04374623,"gam",335.904324,-16.6454660000004
"10","C","R.a.","P","Forb","gam",17.0654,0.372530707,0.320626531,-16.03132653,-27.04853253,1.076093876,4.16998327,-208.4991635,-27.20342154,"gam",-292.156946,-18.3522459999996
"10","C","R.a.","P","Forb","gam",17.0654,0.372530707,0.320626531,-16.03132653,-27.04853253,1.076093876,4.16998327,-208.4991635,-27.20342154,"gam",-292.156946,-18.3522459999996
"10","C","R.a.","P","Forb","gam",17.0654,0.372530707,0.320626531,-16.03132653,-27.04853253,1.076093876,4.16998327,-208.4991635,-27.20342154,"gam",-292.156946,-18.3522459999996
"11","C","M.a.","P","Legumes","gam",54.1344,0.386055923,0.586760813,-19.55869376,-13.22393853,1.090891385,3.547723545,-118.2574515,-10.95959529,"gam",-156.904786,129.622843999999
"11","C","M.a.","P","Legumes","gam",54.1344,0.386055923,0.586760813,-19.55869376,-13.22393853,1.090891385,3.547723545,-118.2574515,-10.95959529,"gam",-156.904786,129.622843999999
"11","C","M.a.","P","Legumes","gam",54.1344,0.386055923,0.586760813,-19.55869376,-13.22393853,1.090891385,3.547723545,-118.2574515,-10.95959529,"gam",-156.904786,129.622843999999
"13","C","L.c.","P","Legumes","gam",31.3924,0.377758577,0.133240724,-3.331018108,-10.05369453,1.094284113,2.487968493,-62.19921233,-5.443959363,"gam",-239.878246,163.550124
"13","C","L.c.","P","Legumes","gam",31.3924,0.377758577,0.133240724,-3.331018108,-10.05369453,1.094284113,2.487968493,-62.19921233,-5.443959363,"gam",-239.878246,163.550124
"13","C","L.c.","P","Legumes","gam",31.3924,0.377758577,0.133240724,-3.331018108,-10.05369453,1.094284113,2.487968493,-62.19921233,-5.443959363,"gam",-239.878246,163.550124
"14","C","M.s.","P","Legumes","gam",33.8054,0.378639018,0.092133428,-1.842668565,-24.62639253,1.078686796,2.466889213,-49.33778427,-24.22968943,"gam",-231.073836,7.57695399999925
"14","C","M.s.","P","Legumes","gam",33.8054,0.378639018,0.092133428,-1.842668565,-24.62639253,1.078686796,2.466889213,-49.33778427,-24.22968943,"gam",-231.073836,7.57695399999925
"14","C","M.s.","P","Legumes","gam",33.8054,0.378639018,0.092133428,-1.842668565,-24.62639253,1.078686796,2.466889213,-49.33778427,-24.22968943,"gam",-231.073836,7.57695399999925
"15","C","T.r.","P","Legumes","gam",33.7574,0.378621504,0.091980395,-1.314005646,-26.86048453,1.076295188,2.256990948,-32.24272782,-27.15270165,"gam",-231.248976,-16.3391260000001
"15","C","T.r.","P","Legumes","gam",33.7574,0.378621504,0.091980395,-1.314005646,-26.86048453,1.076295188,2.256990948,-32.24272782,-27.15270165,"gam",-231.248976,-16.3391260000001
"15","C","T.r.","P","Legumes","gam",33.7574,0.378621504,0.091980395,-1.314005646,-26.86048453,1.076295188,2.256990948,-32.24272782,-27.15270165,"gam",-231.248976,-16.3391260000001
"19","C","D.g.","P+L","Grass","gam",225.6624,0.448592868,0.66105335,-22.03511165,-3.458728533,1.10134116,4.611468796,-153.7156265,-0.649963558,"gam",468.464664,234.120594
"19","C","D.g.","P+L","Grass","gam",225.6624,0.448592868,0.66105335,-22.03511165,-3.458728533,1.10134116,4.611468796,-153.7156265,-0.649963558,"gam",468.464664,234.120594
"19","C","D.g.","P+L","Grass","gam",225.6624,0.448592868,0.66105335,-22.03511165,-3.458728533,1.10134116,4.611468796,-153.7156265,-0.649963558,"gam",468.464664,234.120594
"20","C","H.l.","P+L","Grass","gam",102.6974,0.403769352,0.512019971,-10.24039943,-23.91303653,1.079450423,4.865053263,-97.30106526,-23.67560202,"gam",20.229504,15.2132239999991
"20","C","H.l.","P+L","Grass","gam",102.6974,0.403769352,0.512019971,-10.24039943,-23.91303653,1.079450423,4.865053263,-97.30106526,-23.67560202,"gam",20.229504,15.2132239999991
"20","C","H.l.","P+L","Grass","gam",102.6974,0.403769352,0.512019971,-10.24039943,-23.91303653,1.079450423,4.865053263,-97.30106526,-23.67560202,"gam",20.229504,15.2132239999991
"21","C","G.v.","P+L","Forb","gam",100.0434,0.402801464,0.363475261,-9.086881517,-21.25685853,1.082293682,3.688483356,-92.2120839,-20.46248797,"gam",10.5506239999997,43.6458139999996
"21","C","G.v.","P+L","Forb","gam",100.0434,0.402801464,0.363475261,-9.086881517,-21.25685853,1.082293682,3.688483356,-92.2120839,-20.46248797,"gam",10.5506239999997,43.6458139999996
"21","C","G.v.","P+L","Forb","gam",100.0434,0.402801464,0.363475261,-9.086881517,-21.25685853,1.082293682,3.688483356,-92.2120839,-20.46248797,"gam",10.5506239999997,43.6458139999996
"23","C","P.l.","P+L","Forb","gam",268.3834,0.464156193,0.542213061,NA,-25.75570253,1.077477878,4.703204,NA,-25.73094227,"gam",624.097914,-4.51222599999967
"23","C","P.l.","P+L","Forb","gam",268.3834,0.464156193,0.542213061,NA,-25.75570253,1.077477878,4.703204,NA,-25.73094227,"gam",624.097914,-4.51222599999967
"23","C","P.l.","P+L","Forb","gam",268.3834,0.464156193,0.542213061,NA,-25.75570253,1.077477878,4.703204,NA,-25.73094227,"gam",624.097914,-4.51222599999967
"23","C","P.l.","P+L","Forb","gam",414.5974,0.51738537,0.258036676,2.58036676,-26.83595653,1.076321446,5.002503692,50.02503692,-26.93433017,"gam",1156.389684,-16.0765460000012
"23","C","P.l.","P+L","Forb","gam",414.5974,0.51738537,0.258036676,2.58036676,-26.83595653,1.076321446,5.002503692,50.02503692,-26.93433017,"gam",1156.389684,-16.0765460000012
"23","C","P.l.","P+L","Forb","gam",414.5974,0.51738537,0.258036676,2.58036676,-26.83595653,1.076321446,5.002503692,50.02503692,-26.93433017,"gam",1156.389684,-16.0765460000012
"24","C","C.n.","P+L","Forb","gam",9.6154,0.369812012,0.09260436,-1.028937334,-27.64742453,1.075452737,2.115916107,-23.51017897,-28.25598544,"gam",-319.343896,-24.7636360000003
"24","C","C.n.","P+L","Forb","gam",9.6154,0.369812012,0.09260436,-1.028937334,-27.64742453,1.075452737,2.115916107,-23.51017897,-28.25598544,"gam",-319.343896,-24.7636360000003
"24","C","C.n.","P+L","Forb","gam",9.6154,0.369812012,0.09260436,-1.028937334,-27.64742453,1.075452737,2.115916107,-23.51017897,-28.25598544,"gam",-319.343896,-24.7636360000003
"25","C","R.a.","P+L","Forb","gam",233.4664,0.45143624,0.148065471,1.233878929,-25.35099053,1.077911122,2.814420904,23.45350753,-25.19836871,"gam",496.898384,-0.179786000000792
"25","C","R.a.","P+L","Forb","gam",233.4664,0.45143624,0.148065471,1.233878929,-25.35099053,1.077911122,2.814420904,23.45350753,-25.19836871,"gam",496.898384,-0.179786000000792
"25","C","R.a.","P+L","Forb","gam",233.4664,0.45143624,0.148065471,1.233878929,-25.35099053,1.077911122,2.814420904,23.45350753,-25.19836871,"gam",496.898384,-0.179786000000792
"26","C","M.a.","P+L","Legumes","gam",302.9504,0.476745444,0.77568553,-77.56855303,-13.94547053,1.090119184,6.675548838,-667.5548838,-13.04485499,"gam",749.990424,121.900833999999
"26","C","M.a.","P+L","Legumes","gam",302.9504,0.476745444,0.77568553,-77.56855303,-13.94547053,1.090119184,6.675548838,-667.5548838,-13.04485499,"gam",749.990424,121.900833999999
"26","C","M.a.","P+L","Legumes","gam",302.9504,0.476745444,0.77568553,-77.56855303,-13.94547053,1.090119184,6.675548838,-667.5548838,-13.04485499,"gam",749.990424,121.900833999999
"26","C","M.a.","P+L","Legumes","gam",8.7644,0.369501451,0.188360463,1.883604628,-28.12061053,1.074946165,2.009263152,20.09263152,-28.96452362,"gam",-322.449506,-29.8293559999996
"26","C","M.a.","P+L","Legumes","gam",8.7644,0.369501451,0.188360463,1.883604628,-28.12061053,1.074946165,2.009263152,20.09263152,-28.96452362,"gam",-322.449506,-29.8293559999996
"26","C","M.a.","P+L","Legumes","gam",8.7644,0.369501451,0.188360463,1.883604628,-28.12061053,1.074946165,2.009263152,20.09263152,-28.96452362,"gam",-322.449506,-29.8293559999996
"27","C","T.p.","P+L","Legumes","gam",137.6284,0.416506593,0.815741544,6.797846201,-14.84585253,1.089155557,6.173091607,51.44243006,-13.9157229,"gam",147.601914,112.264564
"27","C","T.p.","P+L","Legumes","gam",137.6284,0.416506593,0.815741544,6.797846201,-14.84585253,1.089155557,6.173091607,51.44243006,-13.9157229,"gam",147.601914,112.264564
"27","C","T.p.","P+L","Legumes","gam",137.6284,0.416506593,0.815741544,6.797846201,-14.84585253,1.089155557,6.173091607,51.44243006,-13.9157229,"gam",147.601914,112.264564
"27","C","T.p.","P+L","Legumes","gam",187.6504,0.434740945,0.252499668,2.805551862,-15.20253053,1.08877382,2.794063129,31.04514588,-12.55127319,"gam",329.945434,108.447193999999
"27","C","T.p.","P+L","Legumes","gam",187.6504,0.434740945,0.252499668,2.805551862,-15.20253053,1.08877382,2.794063129,31.04514588,-12.55127319,"gam",329.945434,108.447193999999
"27","C","T.p.","P+L","Legumes","gam",187.6504,0.434740945,0.252499668,2.805551862,-15.20253053,1.08877382,2.794063129,31.04514588,-12.55127319,"gam",329.945434,108.447193999999
"29","C","M.s.","P+L","Legumes","gam",549.2294,0.566347802,2.504804595,16.6986973,-14.00883453,1.09005137,11.83006153,78.86707689,-13.64462362,"gam",1646.014004,121.222694000001
"29","C","M.s.","P+L","Legumes","gam",549.2294,0.566347802,2.504804595,16.6986973,-14.00883453,1.09005137,11.83006153,78.86707689,-13.64462362,"gam",1646.014004,121.222694000001
"29","C","M.s.","P+L","Legumes","gam",549.2294,0.566347802,2.504804595,16.6986973,-14.00883453,1.09005137,11.83006153,78.86707689,-13.64462362,"gam",1646.014004,121.222694000001
"30","C","T.r.","P+L","Legumes","gam",63.9884,0.389650694,0.113340145,0.755600965,-23.42963053,1.079967889,3.409731148,22.73154099,-22.95311573,"gam",-120.957076,20.3878839999994
"30","C","T.r.","P+L","Legumes","gam",63.9884,0.389650694,0.113340145,0.755600965,-23.42963053,1.079967889,3.409731148,22.73154099,-22.95311573,"gam",-120.957076,20.3878839999994
"30","C","T.r.","P+L","Legumes","gam",63.9884,0.389650694,0.113340145,0.755600965,-23.42963053,1.079967889,3.409731148,22.73154099,-22.95311573,"gam",-120.957076,20.3878839999994
"30","C","T.r.","P+L","Legumes","gam",138.2804,0.416744307,0.26858814,NA,-22.37492653,1.081096886,3.819206587,NA,-21.79696732,"gam",149.979054,31.6778540000007
"30","C","T.r.","P+L","Legumes","gam",138.2804,0.416744307,0.26858814,NA,-22.37492653,1.081096886,3.819206587,NA,-21.79696732,"gam",149.979054,31.6778540000007
"30","C","T.r.","P+L","Legumes","gam",138.2804,0.416744307,0.26858814,NA,-22.37492653,1.081096886,3.819206587,NA,-21.79696732,"gam",149.979054,31.6778540000007
"32","C","F.o.","L","Grass","gam",283.2024,0.469553641,0.162249994,1.802777711,-29.44205653,1.073531457,2.941634872,32.68483191,-30.23634673,"gam",678.072394,-43.9764359999995
"32","C","F.o.","L","Grass","gam",283.2024,0.469553641,0.162249994,1.802777711,-29.44205653,1.073531457,2.941634872,32.68483191,-30.23634673,"gam",678.072394,-43.9764359999995
"32","C","F.o.","L","Grass","gam",283.2024,0.469553641,0.162249994,1.802777711,-29.44205653,1.073531457,2.941634872,32.68483191,-30.23634673,"gam",678.072394,-43.9764359999995
"33","C","A.o.","L","Grass","gam",38.9264,0.380507486,0.215156492,2.390627691,-18.68959453,1.085041609,3.48563749,38.72930544,-17.36485681,"gam",-212.389156,71.1250839999989
"33","C","A.o.","L","Grass","gam",38.9264,0.380507486,0.215156492,2.390627691,-18.68959453,1.085041609,3.48563749,38.72930544,-17.36485681,"gam",-212.389156,71.1250839999989
"33","C","A.o.","L","Grass","gam",38.9264,0.380507486,0.215156492,2.390627691,-18.68959453,1.085041609,3.48563749,38.72930544,-17.36485681,"gam",-212.389156,71.1250839999989
"36","C","G.v.","L","Forb","gam",190.4804,0.435772356,0.101072908,1.263411344,-28.85338453,1.07416168,3.010393908,37.62992385,-29.49231887,"gam",340.259544,-37.6742060000002
"36","C","G.v.","L","Forb","gam",190.4804,0.435772356,0.101072908,1.263411344,-28.85338453,1.07416168,3.010393908,37.62992385,-29.49231887,"gam",340.259544,-37.6742060000002
"36","C","G.v.","L","Forb","gam",190.4804,0.435772356,0.101072908,1.263411344,-28.85338453,1.07416168,3.010393908,37.62992385,-29.49231887,"gam",340.259544,-37.6742060000002
"38","C","P.l.","L","Forb","gam",NA,NA,NA,NA,NA,NA,NA,NA,NA,"gam",NA,NA
"38","C","P.l.","L","Forb","gam",NA,NA,NA,NA,NA,NA,NA,NA,NA,"gam",NA,NA
"38","C","P.l.","L","Forb","gam",NA,NA,NA,NA,NA,NA,NA,NA,NA,"gam",NA,NA
"38","C","P.l.","L","Forb","gam",138.9174,0.416976552,0.077662789,0.862919873,-25.13126053,1.078146342,3.53685021,39.29833567,-24.98148291,"gam",152.301504,2.17241399999901
"38","C","P.l.","L","Forb","gam",138.9174,0.416976552,0.077662789,0.862919873,-25.13126053,1.078146342,3.53685021,39.29833567,-24.98148291,"gam",152.301504,2.17241399999901
"38","C","P.l.","L","Forb","gam",138.9174,0.416976552,0.077662789,0.862919873,-25.13126053,1.078146342,3.53685021,39.29833567,-24.98148291,"gam",152.301504,2.17241399999901
"39","C","C.n.","L","Forb","gam",103.2624,0.403975399,0.076282731,1.089753303,-28.34442853,1.074706554,2.635418273,37.64883246,-28.97574904,"gam",22.2899739999999,-32.2254659999999
"39","C","C.n.","L","Forb","gam",103.2624,0.403975399,0.076282731,1.089753303,-28.34442853,1.074706554,2.635418273,37.64883246,-28.97574904,"gam",22.2899739999999,-32.2254659999999
"39","C","C.n.","L","Forb","gam",103.2624,0.403975399,0.076282731,1.089753303,-28.34442853,1.074706554,2.635418273,37.64883246,-28.97574904,"gam",22.2899739999999,-32.2254659999999
"44","C","M.s.","L","Legumes","gam",165.6154,0.426709423,0.189376848,3.156280801,-24.45571853,1.078869498,2.824792857,47.07988095,-24.08691872,"gam",249.630214,9.4039739999996
"44","C","M.s.","L","Legumes","gam",165.6154,0.426709423,0.189376848,3.156280801,-24.45571853,1.078869498,2.824792857,47.07988095,-24.08691872,"gam",249.630214,9.4039739999996
"44","C","M.s.","L","Legumes","gam",165.6154,0.426709423,0.189376848,3.156280801,-24.45571853,1.078869498,2.824792857,47.07988095,-24.08691872,"gam",249.630214,9.4039739999996
"47","C",NA,"T","Temoins","gam",280.5944,0.468603785,1.263164332,NA,-23.72601053,1.079650627,10.37357767,NA,-23.64293583,"gam",668.573834,17.215263999999
"47","C",NA,"T","Temoins","gam",280.5944,0.468603785,1.263164332,NA,-23.72601053,1.079650627,10.37357767,NA,-23.64293583,"gam",668.573834,17.215263999999
"47","C",NA,"T","Temoins","gam",280.5944,0.468603785,1.263164332,NA,-23.72601053,1.079650627,10.37357767,NA,-23.64293583,"gam",668.573834,17.215263999999
"1","A","N.s.","P","Grass","hem",8.321666667,0.369339881,0.941453426,18.82906852,-4.958048167,1.098299342,7.072313117,141.4462623,-2.274259722,"hem",-14.0532120000003,219.909232
"1","A","N.s.","P","Grass","hem",8.321666667,0.369339881,0.941453426,18.82906852,-4.958048167,1.098299342,7.072313117,141.4462623,-2.274259722,"hem",-14.0532120000003,219.909232
"1","A","N.s.","P","Grass","hem",8.321666667,0.369339881,0.941453426,18.82906852,-4.958048167,1.098299342,7.072313117,141.4462623,-2.274259722,"hem",-14.0532120000003,219.909232
"2","A","F.o.","P","Grass","hem",12.59466667,0.37089924,1.4240836,8.900522503,-16.97759517,1.086249722,15.69834878,98.1146799,-16.49311706,"hem",1.54037800000006,99.4130319999997
"2","A","F.o.","P","Grass","hem",12.59466667,0.37089924,1.4240836,8.900522503,-16.97759517,1.086249722,15.69834878,98.1146799,-16.49311706,"hem",1.54037800000006,99.4130319999997
"2","A","F.o.","P","Grass","hem",12.59466667,0.37089924,1.4240836,8.900522503,-16.97759517,1.086249722,15.69834878,98.1146799,-16.49311706,"hem",1.54037800000006,99.4130319999997
"3","A","A.o.","P","Grass","hem",21.31466667,0.374081306,0.68287424,8.535927999,-25.17209617,1.078033035,9.779072595,122.2384074,-25.0983332,"hem",33.3610379999999,17.2461619999997
"3","A","A.o.","P","Grass","hem",21.31466667,0.374081306,0.68287424,8.535927999,-25.17209617,1.078033035,9.779072595,122.2384074,-25.0983332,"hem",33.3610379999999,17.2461619999997
"3","A","A.o.","P","Grass","hem",21.31466667,0.374081306,0.68287424,8.535927999,-25.17209617,1.078033035,9.779072595,122.2384074,-25.0983332,"hem",33.3610379999999,17.2461619999997
"4","A","D.g.","P","Grass","hem",31.59866667,0.377833839,1.090140869,21.80281738,-25.05099517,1.078154474,8.296671318,165.9334264,-24.94972304,"hem",70.8863679999999,18.4605519999992
"4","A","D.g.","P","Grass","hem",31.59866667,0.377833839,1.090140869,21.80281738,-25.05099517,1.078154474,8.296671318,165.9334264,-24.94972304,"hem",70.8863679999999,18.4605519999992
"4","A","D.g.","P","Grass","hem",31.59866667,0.377833839,1.090140869,21.80281738,-25.05099517,1.078154474,8.296671318,165.9334264,-24.94972304,"hem",70.8863679999999,18.4605519999992
"5","A","H.l.","P","Grass","hem",7.892666667,0.369183322,0.925437479,30.84791595,-21.48778917,1.081727486,9.369540296,312.3180099,-21.06655669,"hem",-15.6188020000003,54.1906719999985
"5","A","H.l.","P","Grass","hem",7.892666667,0.369183322,0.925437479,30.84791595,-21.48778917,1.081727486,9.369540296,312.3180099,-21.06655669,"hem",-15.6188020000003,54.1906719999985
"5","A","H.l.","P","Grass","hem",7.892666667,0.369183322,0.925437479,30.84791595,-21.48778917,1.081727486,9.369540296,312.3180099,-21.06655669,"hem",-15.6188020000003,54.1906719999985
"6","A","G.v.","P","Forb","hem",11.44066667,0.370478112,0.559271751,7.989596439,-23.22247917,1.079988055,7.607386309,108.6769473,-22.89606657,"hem",-2.67090199999986,36.796362
"6","A","G.v.","P","Forb","hem",11.44066667,0.370478112,0.559271751,7.989596439,-23.22247917,1.079988055,7.607386309,108.6769473,-22.89606657,"hem",-2.67090199999986,36.796362
"6","A","G.v.","P","Forb","hem",11.44066667,0.370478112,0.559271751,7.989596439,-23.22247917,1.079988055,7.607386309,108.6769473,-22.89606657,"hem",-2.67090199999986,36.796362
"7","A","C.r.","P","Forb","hem",39.15566667,0.380591135,0.416739206,13.89130687,-20.63244517,1.082585146,4.140857755,138.0285918,-19.34713337,"hem",98.4593280000001,62.7672719999994
"7","A","C.r.","P","Forb","hem",39.15566667,0.380591135,0.416739206,13.89130687,-20.63244517,1.082585146,4.140857755,138.0285918,-19.34713337,"hem",98.4593280000001,62.7672719999994
"7","A","C.r.","P","Forb","hem",39.15566667,0.380591135,0.416739206,13.89130687,-20.63244517,1.082585146,4.140857755,138.0285918,-19.34713337,"hem",98.4593280000001,62.7672719999994
"8","A","P.l.","P","Forb","hem",15.80166667,0.372069549,0.84711519,7.059293248,-27.27445317,1.075924766,14.16853086,118.0710905,-27.35071903,"hem",13.2434679999999,-3.83652800000078
"8","A","P.l.","P","Forb","hem",15.80166667,0.372069549,0.84711519,7.059293248,-27.27445317,1.075924766,14.16853086,118.0710905,-27.35071903,"hem",13.2434679999999,-3.83652800000078
"8","A","P.l.","P","Forb","hem",15.80166667,0.372069549,0.84711519,7.059293248,-27.27445317,1.075924766,14.16853086,118.0710905,-27.35071903,"hem",13.2434679999999,-3.83652800000078
"9","A","C.n.","P","Forb","hem",23.22666667,0.374778998,1.196918038,7.979453588,-23.02609917,1.080184975,13.45661215,89.71074769,-22.83812464,"hem",40.3379579999996,38.7655620000005
"9","A","C.n.","P","Forb","hem",23.22666667,0.374778998,1.196918038,7.979453588,-23.02609917,1.080184975,13.45661215,89.71074769,-22.83812464,"hem",40.3379579999996,38.7655620000005
"9","A","C.n.","P","Forb","hem",23.22666667,0.374778998,1.196918038,7.979453588,-23.02609917,1.080184975,13.45661215,89.71074769,-22.83812464,"hem",40.3379579999996,38.7655620000005
"10","A","R.a.","P","Forb","hem",13.53566667,0.371242636,1.394432677,10.72640521,-18.78756417,1.084434971,13.67174861,105.167297,-18.33929961,"hem",4.97433800000002,81.2655220000003
