Numero;Bloc;Sp;gf;mod;Group;gBiomPerM2;MN.perM2
9;C;C.n.;Forbs;P;Gneg;23,73795253965605;314730949,736230850
9;C;C.n.;Forbs;P;Gpos;25,59431999825770;365881228,720900416
10;C;R.a.;Forbs;P;AMF;14,90386228332067;351117385,220785081
10;C;R.a.;Forbs;P;SaproF;37,12088604085922;2178167850,584218025
10;C;R.a.;Forbs;P;Gneg;5,85337505285623;399897573,083062351
10;C;R.a.;Forbs;P;Gpos;8,90466138599132;925488193,239146352
11;C;M.a.;Leg;P;AMF;32,95680691477799;464748028,978631139
11;C;M.a.;Leg;P;SaproF;56,32832310844747;1357628500,265737057
11;C;M.a.;Leg;P;Gneg;12,53459843997280;401183094,040996075
11;C;M.a.;Leg;P;Gpos;18,80436607241291;902898989,612382293
12;C;T.p.;Leg;P;AMF;24,35167255656132;489470990,366714299
12;C;T.p.;Leg;P;SaproF;39,26076946094602;1272292539,429894686
12;C;T.p.;Leg;P;Gneg;8,94115832657070;389466206,186743140
12;C;T.p.;Leg;P;Gpos;13,63391676086002;905573042,804436207
13;C;L.c.;Leg;P;AMF;41,64533098733641;452579561,391041815
13;C;L.c.;Leg;P;SaproF;54,33056695906442;770283819,395928025
13;C;L.c.;Leg;P;Gneg;14,99609549077128;324616401,919274569
13;C;L.c.;Leg;P;Gpos;21,34603623966994;657731361,435047030
14;C;M.s.;Leg;P;AMF;26,44280100533087;414629966,898423016
14;C;M.s.;Leg;P;SaproF;46,76309615557957;1296738153,562672853
14;C;M.s.;Leg;P;Gneg;13,92638408492948;595322239,934725523
14;C;M.s.;Leg;P;Gpos;15,69575724345467;756205646,728934050
15;C;T.r.;Leg;P;AMF;29,20446122193454;534247638,843497992
15;C;T.r.;Leg;P;SaproF;32,00277468283696;641533710,405522704
15;C;T.r.;Leg;P;Gneg;10,67017630102619;335943459,022481740
15;C;T.r.;Leg;P;Gpos;16,54580268759762;807790387,815139532
17;C;F.o.;Grass;P+L;AMF;20,69931371885252;369347831,997447133
17;C;F.o.;Grass;P+L;SaproF;40,08655253037642;1385227411,948243141
17;C;F.o.;Grass;P+L;Gneg;7,82693050569833;334965463,559101582
17;C;F.o.;Grass;P+L;Gpos;12,24592568397789;819974440,423389077
18;C;A.o.;Grass;P+L;AMF;25,10001077003085;741234707,040688634
18;C;A.o.;Grass;P+L;SaproF;34,89805391477888;1432881742,705365658
18;C;A.o.;Grass;P+L;Gneg;9,15020268227971;550338449,490718246
18;C;A.o.;Grass;P+L;Gpos;13,34431693664849;1170472256,775005817
19;C;D.g.;Grass;P+L;AMF;35,36364399245558;205198142,893129706
19;C;D.g.;Grass;P+L;SaproF;64,88940580025665;690886968,064985394
19;C;D.g.;Grass;P+L;Gneg;13,02618646037616;177854030,291268915
19;C;D.g.;Grass;P+L;Gpos;19,84594369146726;412831321,390905499
20;C;H.l.;Grass;P+L;AMF;29,19792043755337;488349938,876910210
20;C;H.l.;Grass;P+L;SaproF;38,30686659352668;840582907,038879395
20;C;H.l.;Grass;P+L;Gneg;10,15096153561024;335562560,073135078
20;C;H.l.;Grass;P+L;Gpos;14,72058043287001;705681941,551358342
21;C;G.v.;Forbs;P+L;AMF;34,39151338799178;399884959,263944864
21;C;G.v.;Forbs;P+L;SaproF;43,20324709797884;631052182,457208633
21;C;G.v.;Forbs;P+L;Gneg;12,44557838480844;269718701,739830196
21;C;G.v.;Forbs;P+L;Gpos;19,11056920646743;635957563,883560538
23;C;P.l.;Forbs;P+L;AMF;43,42290247624737;344083837,745298445
23;C;P.l.;Forbs;P+L;SaproF;62,49484975009622;712713576,178281903
23;C;P.l.;Forbs;P+L;Gneg;16,21624729621987;262448392,882688046
23;C;P.l.;Forbs;P+L;Gpos;24,34881140747407;591696134,521250844
24;C;C.n.;Forbs;P+L;AMF;33,24082723786405;504007415,989375889
24;C;C.n.;Forbs;P+L;SaproF;42,69621144531904;831518587,001804113
24;C;C.n.;Forbs;P+L;Gneg;11,80019104148035;341154997,850666940
24;C;C.n.;Forbs;P+L;Gpos;17,81218492554491;777334694,236877680
25;C;R.a.;Forbs;P+L;AMF;22,92982226996041;195264065,247440547
25;C;R.a.;Forbs;P+L;SaproF;64,19277820352279;1530358900,218363762
25;C;R.a.;Forbs;P+L;Gneg;9,18426386848206;241811166,724394202
25;C;R.a.;Forbs;P+L;Gpos;14,45664185453310;599131965,495714664
26;C;M.a.;Leg;P+L;AMF;34,13857637347782;394260408,775216281
26;C;M.a.;Leg;P+L;SaproF;64,13404379407528;1391456400,905797958
26;C;M.a.;Leg;P+L;Gneg;12,62634693561486;364519657,633451700
26;C;M.a.;Leg;P+L;Gpos;17,82870551269385;726783635,694259405
27;C;T.p.;Leg;P+L;AMF;24,80432355501093;493199100,540278435
27;C;T.p.;Leg;P+L;SaproF;43,51795456046317;1518114222,829955578
27;C;T.p.;Leg;P+L;Gneg;9,75891193320248;440150977,570652127
27;C;T.p.;Leg;P+L;Gpos;15,06275504593932;1048594801,141407490
28;C;L.c.;Leg;P+L;AMF;28,05951364640453;553333850,590165854
28;C;L.c.;Leg;P+L;SaproF;37,47811258041433;987148258,902109504
28;C;L.c.;Leg;P+L;Gneg;10,25981308495669;398146493,925787926
28;C;L.c.;Leg;P+L;Gpos;15,24685016759230;879274064,162137032
29;C;M.s.;Leg;P+L;AMF;18,25419068491696;472196451,129155219
29;C;M.s.;Leg;P+L;SaproF;43,30965444254749;2658073527,286942482
29;C;M.s.;Leg;P+L;Gneg;9,37665449993940;812397516,143543482
29;C;M.s.;Leg;P+L;Gpos;10,39989448434330;999379933,770368814
30;C;T.r.;Leg;P+L;AMF;34,79994304595655;299433618,838391483
30;C;T.r.;Leg;P+L;SaproF;60,12642135314870;893869676,611875653
30;C;T.r.;Leg;P+L;Gneg;17,43962187899560;411917474,774401248
30;C;T.r.;Leg;P+L;Gpos;18,85934225236566;481713892,603176236
32;C;F.o.;Grass;L;AMF;39,49893123180619;383821,388051001
32;C;F.o.;Grass;L;SaproF;44,66208109148621;924282042,885813117
32;C;F.o.;Grass;L;Gneg;14,98314322783332;252050343,016979277
32;C;F.o.;Grass;L;Gpos;23,64359007453444;627636616,921385765
33;C;A.o.;Grass;L;AMF;44,24774581821978;206943,375257858
33;C;A.o.;Grass;L;SaproF;67,90268567838585;804610595,881965280
33;C;A.o.;Grass;L;Gneg;16,92659461695853;158710382,286938965
33;C;A.o.;Grass;L;Gpos;27,89672351162811;431094564,976269484
34;C;D.g.;Grass;L;AMF;12,15850156494682;1044868,880453802
34;C;D.g.;Grass;L;SaproF;17,41040301151493;3637199555,615044594
34;C;D.g.;Grass;L;Gneg;6,09412369128953;1183157214,200768709
34;C;D.g.;Grass;L;Gpos;7,64683304491836;1862872549,123357773
35;C;H.l.;Grass;L;AMF;39,03357281117693;372420,283620189
35;C;H.l.;Grass;L;SaproF;56,56964881011699;1321403259,246123552
35;C;H.l.;Grass;L;Gneg;14,49457808671755;273783825,619147480
35;C;H.l.;Grass;L;Gpos;23,06602799654462;693333621,487961888
36;C;G.v.;Forbs;L;AMF;21,47307573378363;268355,075700610
36;C;G.v.;Forbs;L;SaproF;36,40410530693512;1225795087,778329372
36;C;G.v.;Forbs;L;Gneg;8,76045387483503;228985864,776096940
36;C;G.v.;Forbs;L;Gpos;14,88639040333569;661202167,307408571
38;C;P.l.;Forbs;L;AMF;33,81866557216081;218371,508834013
38;C;P.l.;Forbs;L;SaproF;44,53729610272686;666026408,623593211
38;C;P.l.;Forbs;L;Gneg;12,49092864554706;143413787,797301650
38;C;P.l.;Forbs;L;Gpos;21,60116029898411;428899570,166991472
39;C;C.n.;Forbs;L;AMF;50,22096491498800;330524,647682065
39;C;C.n.;Forbs;L;SaproF;60,98458268650842;888349947,563978672
39;C;C.n.;Forbs;L;Gneg;18,43066783684334;217107640,638320446
39;C;C.n.;Forbs;L;Gpos;29,32965058237295;549802539,521502495
40;C;R.a.;Forbs;L;AMF;34,14526213998008;297253,744177012
40;C;R.a.;Forbs;L;SaproF;51,32772759967743;1118082460,541118860
40;C;R.a.;Forbs;L;Gneg;12,76348359732810;217021329,111445397
40;C;R.a.;Forbs;L;Gpos;21,49998573881471;615800891,677862644
41;C;M.a.;Leg;L;AMF;42,48482507474668;308391,101366105
41;C;M.a.;Leg;L;SaproF;46,94620404046602;716995641,787213445
41;C;M.a.;Leg;L;Gneg;16,60547433492136;205662561,544135600
41;C;M.a.;Leg;L;Gpos;26,30563150529941;516119340,314523160
42;C;T.p.;Leg;L;AMF;47,38260498487679;397342,996724435
42;C;T.p.;Leg;L;SaproF;56,83513111760954;1047824864,666752458
42;C;T.p.;Leg;L;Gneg;16,90401372371000;241030614,377112299
42;C;T.p.;Leg;L;Gpos;28,89717761069003;704374117,086327195
43;C;L.c.;Leg;L;AMF;34,92018739277289;488930,728444901
43;C;L.c.;Leg;L;SaproF;43,32312054761856;1358523845,627938032
43;C;L.c.;Leg;L;Gneg;13,02220944196920;327480483,406771719
43;C;L.c.;Leg;L;Gpos;21,00491993476305;852036366,544607401
44;C;M.s.;Leg;L;AMF;31,83157897649745;388454,633538526
44;C;M.s.;Leg;L;SaproF;37,77149856371189;1007437097,449123740
44;C;M.s.;Leg;L;Gneg;12,08837807515144;262632779,001545817
44;C;M.s.;Leg;L;Gpos;19,01012631963472;649505548,577552438
45;C;T.r.;Leg;L;AMF;28,75349599350927;443655,224411106
45;C;T.r.;Leg;L;SaproF;35,41058664487822;1218694182,020752907
45;C;T.r.;Leg;L;Gneg;10,81091531762832;303786696,343597531
45;C;T.r.;Leg;L;Gpos;16,93585480829847;745517879,713069797
46;C;NA;NA;T;AMF;46,05455729404282;220299,269069379
46;C;NA;NA;T;SaproF;49,49702402815890;490993140,410360157
46;C;NA;NA;T;Gneg;17,15324165515939;130130143,727326408
46;C;NA;NA;T;Gpos;29,84917544179830;394048950,064798117
47;C;NA;NA;T;AMF;39,71225658526130;272326,757400996
47;C;NA;NA;T;SaproF;48,31753064856810;734141207,517071605
47;C;NA;NA;T;Gneg;19,57509863837989;275156069,049231529
47;C;NA;NA;T;Gpos;24,76530433466416;440411364,079733491
