Numero;Bloc;Sp;mod;gf;TrophicGroup;MN.TG.nem.J.y.m2;Mass.TG.nem.g.m2
23;C;P.l.;P+L;Forb;Facultative phytophages;3614,982771498674;0,001951310743966586
23;C;P.l.;P+L;Forb;Fongivores;4062,909398654594;0,002736481019515046
23;C;P.l.;P+L;Forb;Omnivores;0,000000000000;0,000000000000000000
23;C;P.l.;P+L;Forb;Phytoparasites;0,000000000000;0,000000000000000000
23;C;P.l.;P+L;Forb;Predators;0,000000000000;0,000000000000000000
24;A;C.n.;P+L;Forb;Bacterivores;74529,393003872145;0,051810802428771584
24;A;C.n.;P+L;Forb;Facultative phytophages;0,000000000000;0,000000000000000000
24;A;C.n.;P+L;Forb;Fongivores;19454,999721915287;0,011995508640822043
24;A;C.n.;P+L;Forb;Omnivores;0,000000000000;0,000000000000000000
24;A;C.n.;P+L;Forb;Phytoparasites;0,000000000000;0,000000000000000000
24;A;C.n.;P+L;Forb;Predators;0,000000000000;0,000000000000000000
24;B;C.n.;P+L;Forb;Bacterivores;82824,222265948469;0,067604446164996834
24;B;C.n.;P+L;Forb;Facultative phytophages;1610,774219554231;0,000836163049394299
24;B;C.n.;P+L;Forb;Fongivores;2667,902822392462;0,001728070302081551
24;B;C.n.;P+L;Forb;Omnivores;9122,173751504644;0,016407377169225908
24;B;C.n.;P+L;Forb;Phytoparasites;0,000000000000;0,000000000000000000
24;B;C.n.;P+L;Forb;Predators;4064,916271037856;0,005128466702951699
24;C;C.n.;P+L;Forb;Bacterivores;260937,497489976289;0,196080311902759763
24;C;C.n.;P+L;Forb;Facultative phytophages;1510,137980755986;0,000815148688938154
24;C;C.n.;P+L;Forb;Fongivores;9411,694757958328;0,006195130035929976
24;C;C.n.;P+L;Forb;Omnivores;0,000000000000;0,000000000000000000
24;C;C.n.;P+L;Forb;Phytoparasites;24290,209493817798;0,030323531228499352
24;C;C.n.;P+L;Forb;Predators;0,000000000000;0,000000000000000000
25;A;R.a.;P+L;Forb;Bacterivores;38772,100436345521;0,026953307339449534
25;A;R.a.;P+L;Forb;Facultative phytophages;3069,151790638691;0,001547545871559632
25;A;R.a.;P+L;Forb;Fongivores;5307,951882704835;0,003293628440366972
25;A;R.a.;P+L;Forb;Omnivores;0,000000000000;0,000000000000000000
25;A;R.a.;P+L;Forb;Phytoparasites;4012,032689598766;0,004785688073394494
25;A;R.a.;P+L;Forb;Predators;0,000000000000;0,000000000000000000
25;B;R.a.;P+L;Forb;Bacterivores;54566,194418298423;0,045428978319394485
25;B;R.a.;P+L;Forb;Facultative phytophages;0,000000000000;0,000000000000000000
25;B;R.a.;P+L;Forb;Fongivores;2106,958292422656;0,001364731886896457
25;B;R.a.;P+L;Forb;Omnivores;0,000000000000;0,000000000000000000
25;B;R.a.;P+L;Forb;Phytoparasites;0,000000000000;0,000000000000000000
25;B;R.a.;P+L;Forb;Predators;0,000000000000;0,000000000000000000
25;C;R.a.;P+L;Forb;Bacterivores;114152,303737580631;0,086206361506628346
25;C;R.a.;P+L;Forb;Facultative phytophages;1359,158309204586;0,000733652241004419
25;C;R.a.;P+L;Forb;Fongivores;7612,101346380540;0,005062200462930491
25;C;R.a.;P+L;Forb;Omnivores;0,000000000000;0,000000000000000000
25;C;R.a.;P+L;Forb;Phytoparasites;0,000000000000;0,000000000000000000
25;C;R.a.;P+L;Forb;Predators;41633,365173923274;0,104349803745528519
26;A;M.a.;P+L;Legumes;Bacterivores;127163,387015662680;0,153222642562638844
26;A;M.a.;P+L;Legumes;Facultative phytophages;576,969413069495;0,000290922930542341
26;A;M.a.;P+L;Legumes;Fongivores;36074,895590305103;0,022696837297811617
26;A;M.a.;P+L;Legumes;Omnivores;0,000000000000;0,000000000000000000
26;A;M.a.;P+L;Legumes;Phytoparasites;305,180113852529;0,000116369172216936
26;A;M.a.;P+L;Legumes;Predators;0,000000000000;0,000000000000000000
26;B;M.a.;P+L;Legumes;Bacterivores;69242,841626896450;0,050256617174696809
26;B;M.a.;P+L;Legumes;Facultative phytophages;2832,554451908347;0,001470396868369632
26;B;M.a.;P+L;Legumes;Fongivores;53922,933037987859;0,077704025384263298
26;B;M.a.;P+L;Legumes;Omnivores;0,000000000000;0,000000000000000000
26;B;M.a.;P+L;Legumes;Phytoparasites;0,000000000000;0,000000000000000000
26;B;M.a.;P+L;Legumes;Predators;0,000000000000;0,000000000000000000
26;C;M.a.;P+L;Legumes;Bacterivores;129190,965068903170;0,101711680647960670
26;C;M.a.;P+L;Legumes;Facultative phytophages;3686,074053142531;0,001989684697714782
26;C;M.a.;P+L;Legumes;Fongivores;6105,192925578414;0,004112015041943882
26;C;M.a.;P+L;Legumes;Omnivores;0,000000000000;0,000000000000000000
26;C;M.a.;P+L;Legumes;Phytoparasites;7391,259655669064;0,008506840613248481
26;C;M.a.;P+L;Legumes;Predators;35284,891767696761;0,102274798958634658
27;A;T.p.;P+L;Legumes;Bacterivores;134057,102688193932;0,098524490660719236
27;A;T.p.;P+L;Legumes;Facultative phytophages;2423,874015842454;0,001222180094786730
27;A;T.p.;P+L;Legumes;Fongivores;8029,257296878553;0,005051677725118483
27;A;T.p.;P+L;Legumes;Omnivores;0,000000000000;0,000000000000000000
27;A;T.p.;P+L;Legumes;Phytoparasites;14028,442257640016;0,016259788123780313
27;A;T.p.;P+L;Legumes;Predators;0,000000000000;0,000000000000000000
27;B;T.p.;P+L;Legumes;Bacterivores;55278,008723881896;0,053461555588493220
27;B;T.p.;P+L;Legumes;Facultative phytophages;0,000000000000;0,000000000000000000
27;B;T.p.;P+L;Legumes;Fongivores;4264,356770881819;0,002676735381400422
27;B;T.p.;P+L;Legumes;Omnivores;0,000000000000;0,000000000000000000
27;B;T.p.;P+L;Legumes;Phytoparasites;0,000000000000;0,000000000000000000
27;B;T.p.;P+L;Legumes;Predators;0,000000000000;0,000000000000000000
27;C;T.p.;P+L;Legumes;Bacterivores;99644,681585761384;0,074198558745564441
27;C;T.p.;P+L;Legumes;Facultative phytophages;3087,953092266203;0,001666828426766154
27;C;T.p.;P+L;Legumes;Fongivores;6156,382964063869;0,004146492938189876
27;C;T.p.;P+L;Legumes;Omnivores;0,000000000000;0,000000000000000000
27;C;T.p.;P+L;Legumes;Phytoparasites;11489,071910040606;0,013717380608423681
27;C;T.p.;P+L;Legumes;Predators;0,000000000000;0,000000000000000000
28;A;L.c.;P+L;Legumes;Bacterivores;60845,128629005885;0,042519012244897972
28;A;L.c.;P+L;Legumes;Facultative phytophages;3901,312480228776;0,001967142857142857
28;A;L.c.;P+L;Legumes;Fongivores;5846,290340295296;0,003678244897959185
28;A;L.c.;P+L;Legumes;Omnivores;0,000000000000;0,000000000000000000
28;A;L.c.;P+L;Legumes;Phytoparasites;5304,129497992856;0,006478457142857145
28;A;L.c.;P+L;Legumes;Predators;0,000000000000;0,000000000000000000
28;B;L.c.;P+L;Legumes;Bacterivores;97128,998210305072;0,089410558178244365
28;B;L.c.;P+L;Legumes;Facultative phytophages;971,025917059956;0,000504065673508510
28;B;L.c.;P+L;Legumes;Fongivores;7806,270012515195;0,004967338091665681
28;B;L.c.;P+L;Legumes;Omnivores;0,000000000000;0,000000000000000000
28;B;L.c.;P+L;Legumes;Phytoparasites;7295,749285319343;0,009173995257854884
28;B;L.c.;P+L;Legumes;Predators;0,000000000000;0,000000000000000000
28;C;L.c.;P+L;Legumes;Bacterivores;358860,963069570309;0,408507621215256245
28;C;L.c.;P+L;Legumes;Facultative phytophages;2897,909352072820;0,001564245810055866
28;C;L.c.;P+L;Legumes;Fongivores;4040,894809113693;0,002537554314090626
28;C;L.c.;P+L;Legumes;Omnivores;0,000000000000;0,000000000000000000
28;C;L.c.;P+L;Legumes;Phytoparasites;15537,393746564456;0,019396648044692735
28;C;L.c.;P+L;Legumes;Predators;0,000000000000;0,000000000000000000
29;A;M.s.;P+L;Legumes;Bacterivores;81223,144941515260;0,072154970162595353
29;A;M.s.;P+L;Legumes;Facultative phytophages;5406,592138153150;0,002726143870800378
29;A;M.s.;P+L;Legumes;Fongivores;12186,686747499978;0,007571107338961717
29;A;M.s.;P+L;Legumes;Omnivores;0,000000000000;0,000000000000000000
29;A;M.s.;P+L;Legumes;Phytoparasites;4712,500629052898;0,003344069814848465
29;A;M.s.;P+L;Legumes;Predators;0,000000000000;0,000000000000000000
29;B;M.s.;P+L;Legumes;Bacterivores;64180,511880581333;0,045933236729806502
29;B;M.s.;P+L;Legumes;Facultative phytophages;648,124684764314;0,000336445608714935
29;B;M.s.;P+L;Legumes;Fongivores;9089,012666447077;0,005534530263360682
29;B;M.s.;P+L;Legumes;Omnivores;33034,272114349405;0,059416294499057540
29;B;M.s.;P+L;Legumes;Phytoparasites;0,000000000000;0,000000000000000000
29;B;M.s.;P+L;Legumes;Predators;4906,781865720771;0,006190599200354805
29;C;M.s.;P+L;Legumes;Bacterivores;194996,627999828983;0,174789849267384417
29;C;M.s.;P+L;Legumes;Facultative phytophages;3014,849483656943;0,001627368250627378
29;C;M.s.;P+L;Legumes;Fongivores;24165,036575257898;0,016081198089532907
29;C;M.s.;P+L;Legumes;Omnivores;0,000000000000;0,000000000000000000
29;C;M.s.;P+L;Legumes;Phytoparasites;2119,199107251306;0,001609869667287299
29;C;M.s.;P+L;Legumes;Predators;0,000000000000;0,000000000000000000
30;A;T.r.;P+L;Legumes;Bacterivores;102417,219233903787;0,076800397126061418
30;A;T.r.;P+L;Legumes;Facultative phytophages;1026,319839575354;0,000517497060744611
30;A;T.r.;P+L;Legumes;Fongivores;5546,435549082400;0,003398230698889615
30;A;T.r.;P+L;Legumes;Omnivores;0,000000000000;0,000000000000000000
30;A;T.r.;P+L;Legumes;Phytoparasites;9789,816314262192;0,006129465186152841
30;A;T.r.;P+L;Legumes;Predators;0,000000000000;0,000000000000000000
30;B;T.r.;P+L;Legumes;Bacterivores;1566676,131203616504;2,345433042982197680
30;B;T.r.;P+L;Legumes;Facultative phytophages;1957,780535868154;0,001016296215225839
30;B;T.r.;P+L;Legumes;Fongivores;16802,794399343358;0,010883608559418535
30;B;T.r.;P+L;Legumes;Omnivores;0,000000000000;0,000000000000000000
30;B;T.r.;P+L;Legumes;Phytoparasites;0,000000000000;0,000000000000000000
30;B;T.r.;P+L;Legumes;Predators;0,000000000000;0,000000000000000000
30;C;T.r.;P+L;Legumes;Bacterivores;300217,241692534939;0,317447415251323528
30;C;T.r.;P+L;Legumes;Facultative phytophages;3069,980565907341;0,001657127140204909
30;C;T.r.;P+L;Legumes;Fongivores;6922,124360427973;0,004523666368699717
30;C;T.r.;P+L;Legumes;Omnivores;0,000000000000;0,000000000000000000
30;C;T.r.;P+L;Legumes;Phytoparasites;130621,387147041343;0,123813562538678382
30;C;T.r.;P+L;Legumes;Predators;0,000000000000;0,000000000000000000
32;A;F.o.;L;Grass;Bacterivores;145637,314624488354;0,131895350877193007
32;A;F.o.;L;Grass;Facultative phytophages;2164,599904105835;0,001091447368421053
32;A;F.o.;L;Grass;Fongivores;1195,065520544644;0,000751885964912281
32;A;F.o.;L;Grass;Omnivores;12258,612155593248;0,021416622807017550
32;A;F.o.;L;Grass;Phytoparasites;381,645213892026;0,000145526315789474
32;A;F.o.;L;Grass;Predators;0,000000000000;0,000000000000000000
32;B;F.o.;L;Grass;Bacterivores;328368,620054279862;0,278862648137190861
32;B;F.o.;L;Grass;Facultative phytophages;1757,462085160688;0,000912309644941737
32;B;F.o.;L;Grass;Fongivores;5821,719767212951;0,003770879865759178
32;B;F.o.;L;Grass;Omnivores;0,000000000000;0,000000000000000000
32;B;F.o.;L;Grass;Phytoparasites;929,585636762760;0,000364923857976695
32;B;F.o.;L;Grass;Predators;13305,284140341211;0,016786497466927956
32;C;F.o.;L;Grass;Bacterivores;150245,731882545515;0,131475807432373692
32;C;F.o.;L;Grass;Facultative phytophages;2595,476344586563;0,001400997237617053
32;C;F.o.;L;Grass;Fongivores;5391,964491112584;0,003549193001963203
32;C;F.o.;L;Grass;Omnivores;14698,761561872423;0,027490679129241302
32;C;F.o.;L;Grass;Phytoparasites;0,000000000000;0,000000000000000000
32;C;F.o.;L;Grass;Predators;0,000000000000;0,000000000000000000
33;A;A.o.;L;Grass;Bacterivores;76218,342420119283;0,054162070024569992
33;A;A.o.;L;Grass;Facultative phytophages;1515,751775602365;0,000764281326781326
33;A;A.o.;L;Grass;Fongivores;3985,733439403689;0,002462684275184274
33;A;A.o.;L;Grass;Omnivores;8584,040452933841;0,014996898034398028
33;A;A.o.;L;Grass;Phytoparasites;267,245420047242;0,000101904176904177
33;A;A.o.;L;Grass;Predators;0,000000000000;0,000000000000000000
33;B;A.o.;L;Grass;Bacterivores;82176,156785623243;0,085500323720019714
33;B;A.o.;L;Grass;Facultative phytophages;1368,943947148809;0,000710627430835459
33;B;A.o.;L;Grass;Fongivores;566,840680704789;0,000367157505931654
33;B;A.o.;L;Grass;Omnivores;0,000000000000;0,000000000000000000
33;B;A.o.;L;Grass;Phytoparasites;0,000000000000;0,000000000000000000
33;B;A.o.;L;Grass;Predators;0,000000000000;0,000000000000000000
33;C;A.o.;L;Grass;Bacterivores;306225,264317525201;0,283086388707270986
33;C;A.o.;L;Grass;Facultative phytophages;6717,894020540991;0,003626213348086306
33;C;A.o.;L;Grass;Fongivores;4243,972024860647;0,002538349343660414
33;C;A.o.;L;Grass;Omnivores;57067,398790869935;0,106731546212006964
33;C;A.o.;L;Grass;Phytoparasites;0,000000000000;0,000000000000000000
33;C;A.o.;L;Grass;Predators;12714,853071755544;0,016680581401197010
34;A;D.g.;L;Grass;Bacterivores;205790,800925339165;0,177841405194415242
34;A;D.g.;L;Grass;Facultative phytophages;2119,602368192054;0,001068758444677976
34;A;D.g.;L;Grass;Fongivores;3510,667771932850;0,002208767452334484
34;A;D.g.;L;Grass;Omnivores;0,000000000000;0,000000000000000000
34;A;D.g.;L;Grass;Phytoparasites;560,567403916288;0,000213751688935595
34;A;D.g.;L;Grass;Predators;0,000000000000;0,000000000000000000
34;B;D.g.;L;Grass;Bacterivores;104870,926986890539;0,098176004357462709
34;B;D.g.;L;Grass;Facultative phytophages;1086,717379436552;0,000564121840782203
34;B;D.g.;L;Grass;Fongivores;3599,829608080100;0,002331703608566439
34;B;D.g.;L;Grass;Omnivores;9231,484431825065;0,016603986180356172
34;B;D.g.;L;Grass;Phytoparasites;574,804358895925;0,000225648736312881
34;B;D.g.;L;Grass;Predators;0,000000000000;0,000000000000000000
34;C;D.g.;L;Grass;Bacterivores;232241,504858382541;0,247988685249572766
34;C;D.g.;L;Grass;Facultative phytophages;5445,107460516049;0,002939183216453533
34;C;D.g.;L;Grass;Fongivores;4555,651084778164;0,002860804997348105
34;C;D.g.;L;Grass;Omnivores;18502,114975811230;0,034603983735046272
34;C;D.g.;L;Grass;Phytoparasites;8182,302483507061;0,010698626907890862
34;C;D.g.;L;Grass;Predators;13026,823565573939;0,020887795391596443
35;A;H.l.;L;Grass;Bacterivores;50967,030185270283;0,036406490204875158
35;A;H.l.;L;Grass;Facultative phytophages;660,189592406828;0,000332884701659937
35;A;H.l.;L;Grass;Fongivores;3150,726104395385;0,001952923583071633
35;A;H.l.;L;Grass;Omnivores;0,000000000000;0,000000000000000000
35;A;H.l.;L;Grass;Phytoparasites;719,294101999272;0,000510423209211904
35;A;H.l.;L;Grass;Predators;0,000000000000;0,000000000000000000
35;B;H.l.;L;Grass;Bacterivores;128591,927566357655;0,107950417105989155
35;B;H.l.;L;Grass;Facultative phytophages;1541,544525561949;0,000800225478917637
35;B;H.l.;L;Grass;Fongivores;22358,441017374600;0,033902886123477208
35;B;H.l.;L;Grass;Omnivores;0,000000000000;0,000000000000000000
35;B;H.l.;L;Grass;Phytoparasites;407,689491993117;0,000160045095783527
35;B;H.l.;L;Grass;Predators;0,000000000000;0,000000000000000000
35;C;H.l.;L;Grass;Bacterivores;127625,125966764550;0,146529946202243105
35;C;H.l.;L;Grass;Facultative phytophages;1600,590881086152;0,000863973739400018
35;C;H.l.;L;Grass;Fongivores;1011,159583912229;0,000604781617580013
35;C;H.l.;L;Grass;Omnivores;0,000000000000;0,000000000000000000
35;C;H.l.;L;Grass;Phytoparasites;423,305374822666;0,000172794747880004
35;C;H.l.;L;Grass;Predators;0,000000000000;0,000000000000000000
36;A;G.v.;L;Forb;Bacterivores;164452,182040448184;0,117024511166987116
36;A;G.v.;L;Forb;Facultative phytophages;3496,435993602768;0,001762993639994083
36;A;G.v.;L;Forb;Fongivores;1346,766990364005;0,000847330276586304
36;A;G.v.;L;Forb;Omnivores;13814,718871065596;0,024135246265345359
36;A;G.v.;L;Forb;Phytoparasites;0,000000000000;0,000000000000000000
36;A;G.v.;L;Forb;Predators;0,000000000000;0,000000000000000000
36;B;G.v.;L;Forb;Bacterivores;140493,507678336551;0,118415169811320775
36;B;G.v.;L;Forb;Facultative phytophages;766,338838080312;0,000397811320754717
36;B;G.v.;L;Forb;Fongivores;3873,023992855602;0,002227743396226416
36;B;G.v.;L;Forb;Omnivores;0,000000000000;0,000000000000000000
36;B;G.v.;L;Forb;Phytoparasites;0,000000000000;0,000000000000000000
36;B;G.v.;L;Forb;Predators;0,000000000000;0,000000000000000000
36;C;G.v.;L;Forb;Bacterivores;189352,651686132624;0,183601908093496607
36;C;G.v.;L;Forb;Facultative phytophages;1874,390716270952;0,001011766576562252
36;C;G.v.;L;Forb;Fongivores;5840,920996458141;0,003844712990936556
36;C;G.v.;L;Forb;Omnivores;0,000000000000;0,000000000000000000
36;C;G.v.;L;Forb;Phytoparasites;0,000000000000;0,000000000000000000
36;C;G.v.;L;Forb;Predators;0,000000000000;0,000000000000000000
38;A;P.l.;L;Forb;Bacterivores;112400,068056468124;0,092145914013784053
38;A;P.l.;L;Forb;Facultative phytophages;1927,262139759641;0,000971775516901871
38;A;P.l.;L;Forb;Fongivores;3192,097340357124;0,002008336068263866
38;A;P.l.;L;Forb;Omnivores;10914,515448632790;0,019068395142763379
38;A;P.l.;L;Forb;Phytoparasites;339,799687766507;0,000129570068920249
38;A;P.l.;L;Forb;Predators;0,000000000000;0,000000000000000000
38;B;P.l.;L;Forb;Bacterivores;49818,183035849434;0,050095035916538307
38;B;P.l.;L;Forb;Facultative phytophages;1397,714485446021;0,000725562398593989
38;B;P.l.;L;Forb;Fongivores;1157,507481604787;0,000749747811880455
38;B;P.l.;L;Forb;Omnivores;0,000000000000;0,000000000000000000
38;B;P.l.;L;Forb;Phytoparasites;0,000000000000;0,000000000000000000
38;B;P.l.;L;Forb;Predators;96698,033749119524;0,269546431077666848
38;C;P.l.;L;Forb;Bacterivores;56053,839006147107;0,054424988629718674
38;C;P.l.;L;Forb;Facultative phytophages;1150,121307157938;0,000620817360795270
38;C;P.l.;L;Forb;Fongivores;1904,929843184061;0,001283022545643558
38;C;P.l.;L;Forb;Omnivores;0,000000000000;0,000000000000000000
38;C;P.l.;L;Forb;Phytoparasites;0,000000000000;0,000000000000000000
38;C;P.l.;L;Forb;Predators;0,000000000000;0,000000000000000000
39;A;C.n.;L;Forb;Bacterivores;36665,100470054473;0,025910705882352929
39;A;C.n.;L;Forb;Facultative phytophages;357,682807683668;0,000180352941176470
39;A;C.n.;L;Forb;Fongivores;592,425034220255;0,000372729411764706
39;A;C.n.;L;Forb;Omnivores;0,000000000000;0,000000000000000000
39;A;C.n.;L;Forb;Phytoparasites;0,000000000000;0,000000000000000000
39;A;C.n.;L;Forb;Predators;0,000000000000;0,000000000000000000
39;B;C.n.;L;Forb;Bacterivores;185164,025955080288;0,139792422012514544
39;B;C.n.;L;Forb;Facultative phytophages;2390,187011736510;0,001240761142122910
39;B;C.n.;L;Forb;Fongivores;28728,835143273933;0,048720554180692939
39;B;C.n.;L;Forb;Omnivores;40608,486816390920;0,073039472566301986
39;B;C.n.;L;Forb;Phytoparasites;2528,513740407675;0,000992608913698328
39;B;C.n.;L;Forb;Predators;0,000000000000;0,000000000000000000
39;C;C.n.;L;Forb;Bacterivores;657419,122307401267;0,601530739840222206
39;C;C.n.;L;Forb;Facultative phytophages;3445,859822213370;0,001860020840569642
39;C;C.n.;L;Forb;Fongivores;4353,784874351782;0,002604029176797500
39;C;C.n.;L;Forb;Omnivores;58544,018720870103;0,109493226814866298
39;C;C.n.;L;Forb;Phytoparasites;25890,276349515352;0,033852379298367499
39;C;C.n.;L;Forb;Predators;0,000000000000;0,000000000000000000
40;A;R.a.;L;Forb;Bacterivores;167747,725836955244;0,143536438356164364
40;A;R.a.;L;Forb;Facultative phytophages;1996,821829346808;0,001006849315068493
40;A;R.a.;L;Forb;Fongivores;14164,674633449025;0,008734082191780821
40;A;R.a.;L;Forb;Omnivores;0,000000000000;0,000000000000000000
40;A;R.a.;L;Forb;Phytoparasites;10064,179196992271;0,011134410958904110
40;A;R.a.;L;Forb;Predators;0,000000000000;0,000000000000000000
40;B;R.a.;L;Forb;Bacterivores;84087,047891283190;0,074952530763641056
40;B;R.a.;L;Forb;Facultative phytophages;1388,639351323283;0,000720851439274171
40;B;R.a.;L;Forb;Fongivores;4599,967890851750;0,002979519282333241
40;B;R.a.;L;Forb;Omnivores;0,000000000000;0,000000000000000000
40;B;R.a.;L;Forb;Phytoparasites;0,000000000000;0,000000000000000000
40;B;R.a.;L;Forb;Predators;0,000000000000;0,000000000000000000
40;C;R.a.;L;Forb;Bacterivores;182138,823560839781;0,150000146510605753
40;C;R.a.;L;Forb;Facultative phytophages;1117,816085823219;0,000603379511305735
40;C;R.a.;L;Forb;Fongivores;5115,187795003185;0,003338699962558401
40;C;R.a.;L;Forb;Omnivores;75965,302399201391;0,142075762262123789
40;C;R.a.;L;Forb;Phytoparasites;0,000000000000;0,000000000000000000
40;C;R.a.;L;Forb;Predators;0,000000000000;0,000000000000000000
41;A;M.a.;L;Legumes;Bacterivores;479434,015759696835;0,386321297297297306
41;A;M.a.;L;Legumes;Facultative phytophages;5454,440530563036;0,002750270270270270
41;A;M.a.;L;Legumes;Fongivores;12479,909702658884;0,007609081081081080
41;A;M.a.;L;Legumes;Omnivores;0,000000000000;0,000000000000000000
41;A;M.a.;L;Legumes;Phytoparasites;0,000000000000;0,000000000000000000
41;A;M.a.;L;Legumes;Predators;0,000000000000;0,000000000000000000
41;B;M.a.;L;Legumes;Bacterivores;219037,777240973053;0,225275642685161009
41;B;M.a.;L;Legumes;Facultative phytophages;2550,564613125844;0,001324014165795812
41;B;M.a.;L;Legumes;Fongivores;783,874388863708;0,000450880499703439
41;B;M.a.;L;Legumes;Omnivores;10540,520080997354;0,018958451487530309
41;B;M.a.;L;Legumes;Phytoparasites;9840,729327011351;0,012374164825194378
41;B;M.a.;L;Legumes;Predators;33311,368825898935;0,085688765443639250
41;C;M.a.;L;Legumes;Bacterivores;426617,218165943981;0,444727798971167099
41;C;M.a.;L;Legumes;Facultative phytophages;3424,481780855966;0,001848481310667991
41;C;M.a.;L;Legumes;Fongivores;9539,140371310667;0,006424872919200563
41;C;M.a.;L;Legumes;Omnivores;0,000000000000;0,000000000000000000
41;C;M.a.;L;Legumes;Phytoparasites;8763,041199384423;0,010939648484044202
41;C;M.a.;L;Legumes;Predators;8249,134946741073;0,010822017855183511
42;A;T.p.;L;Legumes;Bacterivores;97190,973670767111;0,091343556907315535
42;A;T.p.;L;Legumes;Facultative phytophages;2026,731461358109;0,001021930526652793
42;A;T.p.;L;Legumes;Fongivores;5675,455604132139;0,003525660316952138
42;A;T.p.;L;Legumes;Omnivores;8608,374305524670;0,015039410917240280
42;A;T.p.;L;Legumes;Phytoparasites;0,000000000000;0,000000000000000000
42;A;T.p.;L;Legumes;Predators;0,000000000000;0,000000000000000000
42;B;T.p.;L;Legumes;Bacterivores;33122,400961280735;0,035281201168410548
42;B;T.p.;L;Legumes;Facultative phytophages;0,000000000000;0,000000000000000000
42;B;T.p.;L;Legumes;Fongivores;22950,685888338736;0,044201504865185565
42;B;T.p.;L;Legumes;Omnivores;0,000000000000;0,000000000000000000
42;B;T.p.;L;Legumes;Phytoparasites;0,000000000000;0,000000000000000000
42;B;T.p.;L;Legumes;Predators;0,000000000000;0,000000000000000000
42;C;T.p.;L;Legumes;Bacterivores;381255,694479851227;0,353490500391642648
42;C;T.p.;L;Legumes;Facultative phytophages;0,000000000000;0,000000000000000000
42;C;T.p.;L;Legumes;Fongivores;6385,350114308599;0,004300708599741334
42;C;T.p.;L;Legumes;Omnivores;65498,944771922215;0,122500828824890273
42;C;T.p.;L;Legumes;Phytoparasites;0,000000000000;0,000000000000000000
42;C;T.p.;L;Legumes;Predators;0,000000000000;0,000000000000000000
43;A;L.c.;L;Legumes;Bacterivores;159975,558063627308;0,157342342342342401
43;A;L.c.;L;Legumes;Facultative phytophages;4690,089882313932;0,002364864864864865
43;A;L.c.;L;Legumes;Fongivores;2962,924123804409;0,001655405405405406
43;A;L.c.;L;Legumes;Omnivores;0,000000000000;0,000000000000000000
43;A;L.c.;L;Legumes;Phytoparasites;2116,785709337021;0,001366366366366367
43;A;L.c.;L;Legumes;Predators;0,000000000000;0,000000000000000000
43;B;L.c.;L;Legumes;Bacterivores;113830,968119704921;0,093757821888568946
43;B;L.c.;L;Legumes;Facultative phytophages;1239,628795733957;0,000643499120717700
43;B;L.c.;L;Legumes;Fongivores;2836,304722526440;0,001780347567318971
43;B;L.c.;L;Legumes;Omnivores;0,000000000000;0,000000000000000000
43;B;L.c.;L;Legumes;Phytoparasites;655,684770193175;0,000257399648287080
43;B;L.c.;L;Legumes;Predators;0,000000000000;0,000000000000000000
43;C;L.c.;L;Legumes;Bacterivores;105570,560690893370;0,091830836467120661
43;C;L.c.;L;Legumes;Facultative phytophages;2388,279049004257;0,001289155401971745
43;C;L.c.;L;Legumes;Fongivores;1508,774839338507;0,000902408781380222
43;C;L.c.;L;Legumes;Omnivores;0,000000000000;0,000000000000000000
43;C;L.c.;L;Legumes;Phytoparasites;0,000000000000;0,000000000000000000
43;C;L.c.;L;Legumes;Predators;0,000000000000;0,000000000000000000
44;A;M.s.;L;Legumes;Bacterivores;139867,921894626925;0,106751587177482427
44;A;M.s.;L;Legumes;Facultative phytophages;2618,060243673023;0,001320093823299453
44;A;M.s.;L;Legumes;Fongivores;5438,881344043662;0,003344237685691948
44;A;M.s.;L;Legumes;Omnivores;14826,659220620739;0,025903174354964829
44;A;M.s.;L;Legumes;Phytoparasites;6556,883400713967;0,008008569194683349
44;A;M.s.;L;Legumes;Predators;0,000000000000;0,000000000000000000
44;B;M.s.;L;Legumes;Bacterivores;57294,638971589804;0,041910019953805888
44;B;M.s.;L;Legumes;Facultative phytophages;738,429395550239;0,000383323353236030
44;B;M.s.;L;Legumes;Fongivores;2156,043180674277;0,001328854291218236
44;B;M.s.;L;Legumes;Omnivores;12545,671207648178;0,022564968060494277
44;B;M.s.;L;Legumes;Phytoparasites;0,000000000000;0,000000000000000000
44;B;M.s.;L;Legumes;Predators;0,000000000000;0,000000000000000000
44;C;M.s.;L;Legumes;Bacterivores;289466,752539656009;0,301381515135599021
44;C;M.s.;L;Legumes;Facultative phytophages;1321,403437156374;0,000713272755922055
44;C;M.s.;L;Legumes;Fongivores;6046,814694959135;0,003946775916102037
44;C;M.s.;L;Legumes;Omnivores;22450,207365955535;0,041987989565278300
44;C;M.s.;L;Legumes;Phytoparasites;698,938353163503;0,000285309102368822
44;C;M.s.;L;Legumes;Predators;0,000000000000;0,000000000000000000
45;A;T.r.;L;Legumes;Bacterivores;84518,607635432825;0,060611571025399810
45;A;T.r.;L;Legumes;Facultative phytophages;2115,702634399978;0,001066792097836312
45;A;T.r.;L;Legumes;Fongivores;0,000000000000;0,000000000000000000
45;A;T.r.;L;Legumes;Omnivores;17972,544013201721;0,031399247412982133
45;A;T.r.;L;Legumes;Phytoparasites;856,311655985705;0,000533396048918156
45;A;T.r.;L;Legumes;Predators;0,000000000000;0,000000000000000000
